gene	cell	contrast	logFC	AveExpr	P.Value	adj.P.Val	sig	direction
Acod1	Nh	TX91_vs_Sham	2.34028628773119	9.99760938951496	2.12568384807722e-10	3.09286999895235e-07	TRUE	up
Adamts4	Nh	TX91_vs_Sham	1.8854176387569	8.87941755724261	8.63840777865989e-07	0.000363836096045925	TRUE	up
Adar	Nh	TX91_vs_Sham	1.12668696169457	9.95694365576079	2.8293853909953e-05	0.00675885271386264	TRUE	up
Ahsp	Nh	TX91_vs_Sham	2.01282894575383	6.35474306252605	9.90333380326403e-05	0.0190967298218362	TRUE	up
Apod	Nh	TX91_vs_Sham	2.43438273305804	7.32579179472844	4.74141116843122e-06	0.00148796638726945	TRUE	up
Apol11b	Nh	TX91_vs_Sham	1.64035451937536	7.2714678226679	0.000316906000094155	0.0465328489129078	TRUE	up
Apol9a	Nh	TX91_vs_Sham	1.15653225498825	6.1812130906219	0.000211798019149129	0.034590074453896	TRUE	up
Apol9b	Nh	TX91_vs_Sham	2.09231542053133	7.75990708312876	7.8078566097261e-09	5.95070214469839e-06	TRUE	up
Bst2	Nh	TX91_vs_Sham	1.84150899926998	9.55508758031599	7.1290224550408e-08	4.30417397858786e-05	TRUE	up
Calhm6	Nh	TX91_vs_Sham	2.07371254015049	7.55026860744566	4.30840587964128e-06	0.00137912072207317	TRUE	up
Ccl2	Nh	TX91_vs_Sham	2.61584990226197	7.80055787768554	1.43149575170064e-06	0.000532816035022528	TRUE	up
Ccl4	Nh	TX91_vs_Sham	1.54925978002013	12.8730886198447	2.41071314479578e-06	0.000857410308499034	TRUE	up
Ccl9	Nh	TX91_vs_Sham	1.5615289306272	9.51291662626974	0.000106791602953251	0.0201082306501974	TRUE	up
Ccnd2	Nh	TX91_vs_Sham	1.1461703502189	9.79271988963412	1.85513332727133e-05	0.00463928264109026	TRUE	up
Ccr5	Nh	TX91_vs_Sham	2.18548440738889	9.09352063143719	8.62279993840656e-05	0.0172509891267746	TRUE	up
Cd274	Nh	TX91_vs_Sham	1.48942752355058	11.9513541482505	4.89832735633553e-06	0.00150764864111827	TRUE	up
Cd69	Nh	TX91_vs_Sham	1.48004329282177	9.16586576913827	0.000216554754225471	0.0350096852664511	TRUE	up
Cfb	Nh	TX91_vs_Sham	2.48238189079217	8.91152470908589	3.87819187124799e-09	3.44835893885134e-06	TRUE	up
Cmpk2	Nh	TX91_vs_Sham	1.78484183998014	10.6858816096099	4.21653799632497e-09	3.5518784542727e-06	TRUE	up
Coxfa4l3	Nh	TX91_vs_Sham	2.56240240654783	8.5089413789491	7.88768258026003e-08	4.4123715348467e-05	TRUE	up
Ctse	Nh	TX91_vs_Sham	1.62742777634061	5.64547927079986	3.15767350678234e-06	0.00105288675991774	TRUE	up
Cxcl10	Nh	TX91_vs_Sham	5.38366813913539	10.1992268752383	5.52020437012155e-17	8.83508709437954e-13	TRUE	up
Cxcl9	Nh	TX91_vs_Sham	2.36387532554056	8.28724610864467	1.72542573740074e-07	8.62982466471839e-05	TRUE	up
Daxx	Nh	TX91_vs_Sham	1.4482619791278	10.4262949530033	1.24676766788079e-06	0.000476496074074555	TRUE	up
Dhx58	Nh	TX91_vs_Sham	1.95550091010455	9.29310899023615	7.52804823559582e-10	8.60617228647936e-07	TRUE	up
Dio2	Nh	TX91_vs_Sham	1.3132738503144	6.95566675252985	0.000176890627149999	0.0298633144382667	TRUE	up
Eif2ak2	Nh	TX91_vs_Sham	1.49895885668073	10.291676642341	7.26102451870492e-08	4.30417397858786e-05	TRUE	up
Gbp10	Nh	TX91_vs_Sham	1.70305312219285	8.78340146979107	1.35522765198204e-07	7.23013952332419e-05	TRUE	up
Gbp2	Nh	TX91_vs_Sham	1.01502497366517	11.4358563101589	0.00033433152485447	0.0486452368663253	TRUE	up
Gbp3	Nh	TX91_vs_Sham	1.06694664801068	11.0149577150213	9.27003791526147e-05	0.0181796665176149	TRUE	up
Gbp4	Nh	TX91_vs_Sham	1.03692407763274	8.90135498194516	0.000208120477512153	0.0343398787895053	TRUE	up
Gbp5	Nh	TX91_vs_Sham	1.86291489289812	9.14388875022823	8.44222628674302e-07	0.000363836096045925	TRUE	up
Gbp6	Nh	TX91_vs_Sham	1.36717549751067	7.33714861549793	0.000148969243417132	0.0259157906618608	TRUE	up
Gbp7	Nh	TX91_vs_Sham	1.14954565129934	10.114751068425	0.000118755891878535	0.0218469890748959	TRUE	up
Gm12250	Nh	TX91_vs_Sham	1.67127319285399	7.01978997757899	7.67607564273845e-05	0.0157507167515422	TRUE	up
Gvin-ps2	Nh	TX91_vs_Sham	1.53041111315987	9.56536022713954	1.30167455664783e-05	0.003531068013415	TRUE	up
Gypa	Nh	TX91_vs_Sham	1.28610444849648	5.18877052673642	6.76531496780361e-06	0.00196870665563085	TRUE	up
Hap1	Nh	TX91_vs_Sham	1.17546684327361	10.06553583477	3.47490305991857e-05	0.00783321457380236	TRUE	up
Herc6	Nh	TX91_vs_Sham	1.22552532269452	8.23489956544952	8.17972191297793e-05	0.0165717024325584	TRUE	up
Ido1	Nh	TX91_vs_Sham	1.20825452656204	8.68903890234029	0.000201629475342799	0.0336154140923073	TRUE	up
Ifi204	Nh	TX91_vs_Sham	3.23597387981274	9.70539181979369	2.50527359381756e-12	8.01938077381002e-09	TRUE	up
Ifi207	Nh	TX91_vs_Sham	2.15066270206616	8.93562508243697	3.80912886841395e-06	0.00124418586814215	TRUE	up
Ifi213	Nh	TX91_vs_Sham	1.7704420454455	8.88535734876086	2.31220014515628e-06	0.000841062802800595	TRUE	up
Ifi27l2a	Nh	TX91_vs_Sham	3.20108394216795	10.3976453519627	9.0570346161435e-10	9.66385593542511e-07	TRUE	up
Ifi44	Nh	TX91_vs_Sham	2.05740792316684	10.9079034440015	1.48556900956894e-09	1.398619529303e-06	TRUE	up
Ifih1	Nh	TX91_vs_Sham	1.02726485534729	9.8434298231333	1.32758973945488e-05	0.00354134562999589	TRUE	up
Ifit2	Nh	TX91_vs_Sham	2.65465403554667	9.96218611617763	1.37493459357183e-10	2.4450920189019e-07	TRUE	up
Ifit3	Nh	TX91_vs_Sham	2.22234715912793	12.4367423106584	2.01145606305081e-10	3.09286999895235e-07	TRUE	up
Ifitm6	Nh	TX91_vs_Sham	2.20926186052049	8.29108413794414	1.12294642513684e-05	0.00315311535689738	TRUE	up
Igtp	Nh	TX91_vs_Sham	1.10962554429797	11.1320003599057	3.42152218828816e-05	0.00782306608907885	TRUE	up
Iigp1b	Nh	TX91_vs_Sham	1.84534164819762	9.30400420452169	5.11622620933323e-08	3.4118833533491e-05	TRUE	up
Iigp1c	Nh	TX91_vs_Sham	1.99119743983681	8.51067454436929	1.05142962230929e-06	0.000420703277626503	TRUE	up
Il6	Nh	TX91_vs_Sham	2.32910120330108	9.37164892474982	6.65537256513211e-06	0.00196870665563085	TRUE	up
Irf7	Nh	TX91_vs_Sham	2.97216582385892	9.30648010904049	9.35960025926345e-11	2.14000574499302e-07	TRUE	up
Irgm2	Nh	TX91_vs_Sham	1.01876603144191	11.229176133921	0.000240457483240288	0.0373902003614918	TRUE	up
Isg15	Nh	TX91_vs_Sham	3.29317784370182	9.91711667618675	1.03589255439958e-12	4.98224702604286e-09	TRUE	up
Isg20	Nh	TX91_vs_Sham	1.86627806049197	9.32689784135669	6.97610456059319e-08	4.30417397858786e-05	TRUE	up
Lgals3bp	Nh	TX91_vs_Sham	1.46120794598423	10.4360093742398	5.56433280270657e-07	0.00025444899002091	TRUE	up
Lst1	Nh	TX91_vs_Sham	1.75463260112587	8.24629374700672	0.000127909898898484	0.0230022239535981	TRUE	up
Ms4a4c	Nh	TX91_vs_Sham	3.34459569334202	8.68524916631034	1.46821401697571e-08	1.06812569734983e-05	TRUE	up
Ms4a6b	Nh	TX91_vs_Sham	2.06701845059504	8.57013647442561	0.000103012301172114	0.0196275223840439	TRUE	up
Ms4a6c	Nh	TX91_vs_Sham	1.69632613455038	7.21576204074726	7.26548239111152e-05	0.0151018241129532	TRUE	up
Ms4a6d	Nh	TX91_vs_Sham	2.51726097677956	9.42842126412901	6.93030252315345e-07	0.000308109699675197	TRUE	up
Mthfd2	Nh	TX91_vs_Sham	2.26346364490306	9.95285565559956	9.65635474353768e-07	0.000396281942744412	TRUE	up
Mx1	Nh	TX91_vs_Sham	1.68864072568706	6.99631639895698	1.95724762180526e-05	0.00481934587492202	TRUE	up
Mx2	Nh	TX91_vs_Sham	2.22866492512284	8.56628847331962	6.99469808358106e-09	5.59750714138574e-06	TRUE	up
Nt5c3	Nh	TX91_vs_Sham	1.13820451793008	10.3428883805118	0.000267400241549041	0.0399975781868449	TRUE	up
Oas1b	Nh	TX91_vs_Sham	1.26985894601385	9.89947914284931	1.72471290194495e-05	0.00438159206279825	TRUE	up
Oas1g	Nh	TX91_vs_Sham	2.54878355453755	9.11310843289345	1.3206117923952e-10	2.4450920189019e-07	TRUE	up
Oas2	Nh	TX91_vs_Sham	2.04565278556277	9.02636839096029	7.99492499284938e-08	4.4123715348467e-05	TRUE	up
Oas3	Nh	TX91_vs_Sham	2.67980607844204	8.42453705728775	1.59045165126348e-07	8.21134796079743e-05	TRUE	up
Oasl1	Nh	TX91_vs_Sham	3.20478204343327	9.63087278831966	4.72138831751213e-13	3.77829100108908e-09	TRUE	up
Oasl2	Nh	TX91_vs_Sham	1.16884016812858	11.7974802171475	9.31416841264869e-05	0.0181796665176149	TRUE	up
Phf11a	Nh	TX91_vs_Sham	1.83002297969967	9.31839484189789	4.04423976411816e-07	0.000190376639484445	TRUE	up
Phf11d	Nh	TX91_vs_Sham	1.35051964389272	11.082756505508	1.25041144087043e-06	0.000476496074074555	TRUE	up
Plac8	Nh	TX91_vs_Sham	2.11389223683402	11.1050304966613	1.52680574310951e-05	0.00394137514813996	TRUE	up
Retnla	Nh	TX91_vs_Sham	2.18327334656862	7.64037465611324	6.9525092436866e-05	0.0146414355848953	TRUE	up
Rigi	Nh	TX91_vs_Sham	1.38039633906916	7.69889885289479	5.82475134231008e-05	0.012597992599145	TRUE	up
Rn28s1	Nh	TX91_vs_Sham	1.43619890312124	6.39556827312147	0.000227624428239039	0.0364312897396581	TRUE	up
Rsad2	Nh	TX91_vs_Sham	2.80719879313678	12.1438352576717	1.2451726400607e-12	4.98224702604286e-09	TRUE	up
Rtp4	Nh	TX91_vs_Sham	1.67113874124671	8.94427447767155	5.01639924096982e-08	3.4118833533491e-05	TRUE	up
Saa3	Nh	TX91_vs_Sham	2.00909899697047	8.58008004907718	2.02397273972928e-07	9.81626778768701e-05	TRUE	up
Sell	Nh	TX91_vs_Sham	1.61024838819607	9.75181556655358	0.00023293465455827	0.036912070754506	TRUE	up
Serpina3f	Nh	TX91_vs_Sham	1.69602623680791	8.94929101069522	2.94216524974863e-05	0.00692490512091571	TRUE	up
Slc7a5	Nh	TX91_vs_Sham	1.23328124295385	9.41972553699334	0.00014424940329733	0.0253704582392722	TRUE	up
Slfn1	Nh	TX91_vs_Sham	2.04847706212425	7.75288476852063	3.03328389227588e-05	0.00703589981099645	TRUE	up
Slfn2	Nh	TX91_vs_Sham	2.00820725675234	8.84916079991308	6.12627770443977e-10	7.54239035842758e-07	TRUE	up
Slfn4	Nh	TX91_vs_Sham	5.02772324838854	11.5223012046328	9.96507147673937e-12	2.65818281642023e-08	TRUE	up
Slfn5	Nh	TX91_vs_Sham	1.2004129374504	7.90886555451945	6.56292262520368e-05	0.0140052768821847	TRUE	up
Socs1	Nh	TX91_vs_Sham	1.63393475415743	7.44540076215572	2.68032896750992e-05	0.00649979774621156	TRUE	up
Sp100	Nh	TX91_vs_Sham	1.05886376793788	8.66004578492618	0.000131820977172005	0.0234421637737549	TRUE	up
Tgtp1	Nh	TX91_vs_Sham	1.6698727773171	8.11874342106159	2.92446146993171e-06	0.000995872464388448	TRUE	up
Timp1	Nh	TX91_vs_Sham	1.71647739351853	8.41583839484638	5.76432894536578e-06	0.00174071858057697	TRUE	up
Trim10	Nh	TX91_vs_Sham	1.11147568227959	5.21677846924409	0.000110606078351532	0.0205843056280962	TRUE	up
Ube2l6	Nh	TX91_vs_Sham	1.92094011213798	7.75695156924452	1.2945215524937e-05	0.003531068013415	TRUE	up
Usp18	Nh	TX91_vs_Sham	2.11584345669389	11.372508560268	3.14109997846982e-10	4.18944209628412e-07	TRUE	up
Xaf1	Nh	TX91_vs_Sham	1.23432560962135	10.2459443595026	2.49810277717547e-06	0.000869176846710725	TRUE	up
Zbp1	Nh	TX91_vs_Sham	1.80692190509423	10.3973510057163	1.05451096101694e-09	1.05484049569226e-06	TRUE	up
Znfx1	Nh	TX91_vs_Sham	1.16001978371182	8.76425408890928	5.32400179060448e-05	0.0116726915970719	TRUE	up
1500011B03Rik	Nh	PR8_0p6_vs_Sham	1.1992924302311	7.96651353545891	0.000129085317680955	0.00730804962632413	TRUE	up
1600014C10Rik	Nh	PR8_0p6_vs_Sham	1.36986724988292	9.54743995473932	1.60534910195521e-05	0.00160585077354957	TRUE	up
1810010H24Rik	Nh	PR8_0p6_vs_Sham	-1.51072954317861	5.79248364453306	2.51576490264307e-05	0.00233526798436886	TRUE	down
2610524H06Rik	Nh	PR8_0p6_vs_Sham	1.13495198129856	7.67009301312563	0.000137565304544902	0.00754018047685329	TRUE	up
9430015G10Rik	Nh	PR8_0p6_vs_Sham	-1.10857572498575	6.5705741138206	0.000442247553884854	0.0167729196680737	TRUE	down
9930111J21Rik2	Nh	PR8_0p6_vs_Sham	1.74458687691452	6.35297476579791	0.00011154304983248	0.0067114530547701	TRUE	up
Abca8a	Nh	PR8_0p6_vs_Sham	-1.15231563483445	5.41945160553133	0.000758462180944739	0.0247233955316101	TRUE	down
Abhd14b	Nh	PR8_0p6_vs_Sham	-1.27189880365692	8.11824199861856	0.000391001323508876	0.0155671049322377	TRUE	down
Abhd17a	Nh	PR8_0p6_vs_Sham	-1.07052314938922	7.14531555971871	0.000570495710932272	0.0202625874050618	TRUE	down
Abi3bp	Nh	PR8_0p6_vs_Sham	-1.01909016853899	9.63732306133664	0.000461916380262717	0.0173543935824056	TRUE	down
Ackr4	Nh	PR8_0p6_vs_Sham	-1.42392539144234	6.65089189239855	0.000517468132802931	0.0189088526609838	TRUE	down
Acod1	Nh	PR8_0p6_vs_Sham	3.31518054487246	9.99760938951496	4.15730788673866e-13	8.31721409090653e-10	TRUE	up
Adamts10	Nh	PR8_0p6_vs_Sham	-1.06540605998379	7.25411453629457	0.00069728543457203	0.0232098875345464	TRUE	down
Adamts2	Nh	PR8_0p6_vs_Sham	-1.12343986045119	6.21787697634813	0.000621620027751856	0.0213041296449003	TRUE	down
Adamts4	Nh	PR8_0p6_vs_Sham	2.5562592049674	8.87941755724261	8.04065393880387e-09	2.92478787023991e-06	TRUE	up
Adap2	Nh	PR8_0p6_vs_Sham	1.62722782497262	8.55419136893202	0.000237788537693619	0.0111607200756199	TRUE	up
Adar	Nh	PR8_0p6_vs_Sham	1.1637960555683	9.95694365576079	1.90241412823245e-05	0.001834225188094	TRUE	up
Adgre1	Nh	PR8_0p6_vs_Sham	1.31856948771831	8.42251468329292	0.00169318037771421	0.0400285848527561	TRUE	up
Adgre4	Nh	PR8_0p6_vs_Sham	1.53411859817935	9.05514197058101	0.000987670838817035	0.0289689916839368	TRUE	up
Adh1	Nh	PR8_0p6_vs_Sham	-1.78897136201995	6.38351714376205	1.10722604544048e-05	0.0012055206025357	TRUE	down
Adss1	Nh	PR8_0p6_vs_Sham	1.11969709448004	8.37725834884955	0.00243833959162376	0.0493370735321597	TRUE	up
Afg1l	Nh	PR8_0p6_vs_Sham	-1.02010723234873	7.5133360962428	0.00161837764218346	0.0390593147164053	TRUE	down
Aida	Nh	PR8_0p6_vs_Sham	1.02174203077565	9.43102939261099	0.000175405314698941	0.0089692078650369	TRUE	up
Aif1	Nh	PR8_0p6_vs_Sham	2.96967922327983	7.18430484038374	4.86976073133139e-06	0.000660512885635245	TRUE	up
Aim2	Nh	PR8_0p6_vs_Sham	1.38525513652234	6.47133836806318	0.00205726190370815	0.0442047924422775	TRUE	up
Akap8l	Nh	PR8_0p6_vs_Sham	-1.13347173368094	7.68004054674918	0.000476407298951903	0.0176930886036466	TRUE	down
Ang	Nh	PR8_0p6_vs_Sham	-1.00215164943742	6.82892054322596	0.000959006536441972	0.0285634768662814	TRUE	down
Ankrd1	Nh	PR8_0p6_vs_Sham	1.78867047033725	7.3254477496329	4.69181271370025e-06	0.000641815918656175	TRUE	up
Ankrd37	Nh	PR8_0p6_vs_Sham	1.16606278635324	8.61901814375383	0.000625915585012052	0.0213552574819071	TRUE	up
Ankrd6	Nh	PR8_0p6_vs_Sham	1.27464243984686	5.84308802282419	0.000352146643865223	0.0145260490594404	TRUE	up
Aoah	Nh	PR8_0p6_vs_Sham	2.08509245524864	6.18981694116514	0.000281814282200999	0.0124302577930883	TRUE	up
Aox3	Nh	PR8_0p6_vs_Sham	-1.46778412153802	6.71462064777241	0.000358696495764325	0.014758193868144	TRUE	down
Aplnr	Nh	PR8_0p6_vs_Sham	-1.16322097245633	10.0597485202069	0.00113893388259646	0.0316690673007607	TRUE	down
Apobec1	Nh	PR8_0p6_vs_Sham	1.37124465736156	7.37096919381482	0.000649448016354966	0.0219291466281883	TRUE	up
Apobec3	Nh	PR8_0p6_vs_Sham	1.10279176196389	10.9103857001509	4.06750990226758e-05	0.00319120078361729	TRUE	up
Apod	Nh	PR8_0p6_vs_Sham	1.61810494191539	7.32579179472844	0.000520094714531659	0.0189615396493832	TRUE	up
Apol10b	Nh	PR8_0p6_vs_Sham	1.31077720444358	10.9698135465187	2.59159552086105e-05	0.00237019921779321	TRUE	up
Apol9a	Nh	PR8_0p6_vs_Sham	1.65266561471759	6.1812130906219	2.83490114177903e-06	0.000412478116128848	TRUE	up
Apol9b	Nh	PR8_0p6_vs_Sham	2.54407965091352	7.75990708312876	2.92395279664851e-10	1.73325424112442e-07	TRUE	up
Arg2	Nh	PR8_0p6_vs_Sham	1.55633630094653	6.91181703062753	0.000463822233553088	0.0173851869976983	TRUE	up
Arhgap11a	Nh	PR8_0p6_vs_Sham	1.32662188340115	6.38098254893376	0.0020313336482945	0.0439429386238818	TRUE	up
Arhgef25	Nh	PR8_0p6_vs_Sham	-1.1462599252357	6.95292531331553	0.000229189860225401	0.0108526145352294	TRUE	down
Art4	Nh	PR8_0p6_vs_Sham	-1.2537625276722	5.47299966365366	6.86255601951125e-06	0.000858087571033419	TRUE	down
Asb4	Nh	PR8_0p6_vs_Sham	1.19116716281983	6.64956146284163	0.00138585287602909	0.0354767521732709	TRUE	up
Asns	Nh	PR8_0p6_vs_Sham	1.05967770585601	9.10617205581471	0.000627114715182528	0.0213552574819071	TRUE	up
Ass1	Nh	PR8_0p6_vs_Sham	1.34082079050644	7.53722069917526	0.00149855264360361	0.0372427563057078	TRUE	up
Atp6v1c2	Nh	PR8_0p6_vs_Sham	-1.49174660120725	6.72964517328987	0.00018562384072469	0.00938205299109198	TRUE	down
Batf2	Nh	PR8_0p6_vs_Sham	1.43364146943408	7.99217979047695	2.92457882476612e-06	0.000421692649462899	TRUE	up
Bcl2l1	Nh	PR8_0p6_vs_Sham	1.18833802466597	7.88186395595106	0.000320716754262518	0.0136517863084351	TRUE	up
Bicc1	Nh	PR8_0p6_vs_Sham	-1.02914867328247	5.55041357621171	0.000570334281440129	0.0202625874050618	TRUE	down
Bst2	Nh	PR8_0p6_vs_Sham	1.84304739800683	9.55508758031599	7.03738839407244e-08	1.87722335411882e-05	TRUE	up
C1qa	Nh	PR8_0p6_vs_Sham	2.29531126744119	6.73034482566817	0.00059136591167444	0.0208017833326361	TRUE	up
C1qb	Nh	PR8_0p6_vs_Sham	2.8213048708169	6.99957450922114	0.000106575543066649	0.00648570937939819	TRUE	up
C3ar1	Nh	PR8_0p6_vs_Sham	2.80495440438495	7.61814384054806	4.72992240970794e-05	0.00353749570875587	TRUE	up
Calhm6	Nh	PR8_0p6_vs_Sham	3.67332813985153	7.55026860744566	6.42399578126375e-10	3.31664685416536e-07	TRUE	up
Caprin2	Nh	PR8_0p6_vs_Sham	-1.03983379488591	5.45550363144456	0.00113369638859292	0.0316663362991791	TRUE	down
Capza2	Nh	PR8_0p6_vs_Sham	1.35560836797877	8.0443155833356	0.00013338865368939	0.0074386250951174	TRUE	up
Car13	Nh	PR8_0p6_vs_Sham	1.82247680900659	6.23142846695415	2.48300126897346e-05	0.00232400206490762	TRUE	up
Caskin1	Nh	PR8_0p6_vs_Sham	-1.02785066506258	6.52175578704104	0.0018649521437917	0.0419425398384428	TRUE	down
Cast	Nh	PR8_0p6_vs_Sham	1.16788981104278	8.50081607250728	0.000997424933291544	0.0291842523900021	TRUE	up
Cbr2	Nh	PR8_0p6_vs_Sham	-1.29817199228605	8.72314660826748	0.00137391819055904	0.0354099205151329	TRUE	down
Ccl12	Nh	PR8_0p6_vs_Sham	3.93764900414746	7.55849837832338	7.60622288919041e-07	0.000138338178797151	TRUE	up
Ccl2	Nh	PR8_0p6_vs_Sham	3.8061473666572	7.80055787768554	4.528877268803e-09	1.90749159703137e-06	TRUE	up
Ccl21a	Nh	PR8_0p6_vs_Sham	-1.22760357731467	8.96788635173666	0.00239331230199869	0.048792832075837	TRUE	down
Ccl3	Nh	PR8_0p6_vs_Sham	1.90804066377175	8.00750730293715	0.00040158328841624	0.0159092587403513	TRUE	up
Ccl4	Nh	PR8_0p6_vs_Sham	2.27487091293931	12.8730886198447	7.21968060632435e-09	2.68723228149352e-06	TRUE	up
Ccl5	Nh	PR8_0p6_vs_Sham	2.30817462206851	8.81987374289275	1.02932040049606e-05	0.00116016007112249	TRUE	up
Ccl7	Nh	PR8_0p6_vs_Sham	2.76823320752078	6.96437823375595	7.76048336692813e-06	0.000940958608240036	TRUE	up
Ccl9	Nh	PR8_0p6_vs_Sham	1.66774688102479	9.51291662626974	5.05910397019645e-05	0.00369982690678714	TRUE	up
Ccnd2	Nh	PR8_0p6_vs_Sham	1.23767152080701	9.79271988963412	6.96799352438619e-06	0.000864517336106984	TRUE	up
Ccr2	Nh	PR8_0p6_vs_Sham	2.03790354911343	7.29905691093436	0.000135886432074162	0.00752547524341511	TRUE	up
Ccr5	Nh	PR8_0p6_vs_Sham	4.54962966241462	9.09352063143719	2.54455079360008e-09	1.16358672718769e-06	TRUE	up
Cd200r4	Nh	PR8_0p6_vs_Sham	2.12342347640659	6.87710613348052	0.000160707624845983	0.00840563900542473	TRUE	up
Cd209c	Nh	PR8_0p6_vs_Sham	1.00738156101716	7.65260615386893	0.000887615253341711	0.0274630146369072	TRUE	up
Cd244a	Nh	PR8_0p6_vs_Sham	2.31578213259732	8.28672072026636	7.87683275520678e-06	0.00094788502441417	TRUE	up
Cd274	Nh	PR8_0p6_vs_Sham	2.685043021824	11.9513541482505	5.61043912150424e-10	2.99743830486711e-07	TRUE	up
Cd300c2	Nh	PR8_0p6_vs_Sham	1.64402622535339	6.85100963116336	0.000433968838108384	0.0165373125093445	TRUE	up
Cd33	Nh	PR8_0p6_vs_Sham	1.33597881402644	7.99939199853308	0.00130387315243713	0.0344933715781096	TRUE	up
Cd52	Nh	PR8_0p6_vs_Sham	1.86901802439769	10.2889735700918	0.000415797920570081	0.0161525381522431	TRUE	up
Cd53	Nh	PR8_0p6_vs_Sham	1.45214813959545	11.2533455992421	4.94294699202087e-05	0.00364570813858498	TRUE	up
Cd69	Nh	PR8_0p6_vs_Sham	2.63530687753618	9.16586576913827	1.20947581405586e-07	2.97810160060986e-05	TRUE	up
Cd72	Nh	PR8_0p6_vs_Sham	2.19582280850815	6.02365335084026	0.00179824494427694	0.0412847944410498	TRUE	up
Cd86	Nh	PR8_0p6_vs_Sham	2.28397891419452	6.54386595566718	1.0664537061683e-05	0.00118531885883497	TRUE	up
Cdk5rap1	Nh	PR8_0p6_vs_Sham	-1.80887018921443	6.57030224696558	2.68446968376708e-05	0.00242737140295975	TRUE	down
Cep97	Nh	PR8_0p6_vs_Sham	-1.03107591984001	7.95127640472044	0.00131004948149547	0.0345425732311943	TRUE	down
Cers6	Nh	PR8_0p6_vs_Sham	1.62238668568311	5.99817573898277	0.00109052514495158	0.0308917786636284	TRUE	up
Ces1d	Nh	PR8_0p6_vs_Sham	-1.10210657961015	7.79148891797354	0.00114750596161037	0.0317199186797478	TRUE	down
Ces2b	Nh	PR8_0p6_vs_Sham	-1.848251667562	6.80444069664205	4.21214961755488e-05	0.00325678524777613	TRUE	down
Cfb	Nh	PR8_0p6_vs_Sham	3.56503475987365	8.91152470908589	7.32409631608102e-12	9.01708934914437e-09	TRUE	up
Cfh	Nh	PR8_0p6_vs_Sham	-1.17434329519027	6.94566943050876	0.000510281646925748	0.018688919357086	TRUE	down
Cfhr4	Nh	PR8_0p6_vs_Sham	-1.20293981007995	5.58960435363436	0.000322371536427465	0.0136858261021793	TRUE	down
Cgas	Nh	PR8_0p6_vs_Sham	1.24551540143278	10.3689485435714	1.82479489158197e-06	0.000275054528257272	TRUE	up
Ch25h	Nh	PR8_0p6_vs_Sham	2.55021261223721	8.59263023939552	9.10963966352258e-09	3.23999517365953e-06	TRUE	up
Chdh	Nh	PR8_0p6_vs_Sham	-1.15993634001781	7.2736924409054	0.000492345274950162	0.0181985822761601	TRUE	down
Chia1	Nh	PR8_0p6_vs_Sham	-1.91372046044786	7.1929693344579	3.44702314951665e-05	0.00280629658464685	TRUE	down
Cimap1b	Nh	PR8_0p6_vs_Sham	-1.16988786451732	5.87367150823508	0.0011054536774566	0.0310862109468894	TRUE	down
Cks2	Nh	PR8_0p6_vs_Sham	1.40964025336659	7.50764643886282	0.00154499313761441	0.0380924988376464	TRUE	up
Clca3a1	Nh	PR8_0p6_vs_Sham	2.20612329222367	8.32716522633467	9.45778846075502e-05	0.00594803367617557	TRUE	up
Cldn3	Nh	PR8_0p6_vs_Sham	-1.17279172077219	5.60021054122693	0.000252730909889373	0.0114913585590325	TRUE	down
Clec3b	Nh	PR8_0p6_vs_Sham	-1.58615253864364	5.95405666350912	7.69160362241659e-06	0.000940958608240036	TRUE	down
Clec4a1	Nh	PR8_0p6_vs_Sham	2.40864340014352	7.13196368135248	1.89398207837398e-05	0.001834225188094	TRUE	up
Clec4a3	Nh	PR8_0p6_vs_Sham	1.90903093782575	8.39397929765806	2.73065408434892e-05	0.00242945093375626	TRUE	up
Clec4d	Nh	PR8_0p6_vs_Sham	1.88117135630167	8.81218833313271	8.3739006080067e-05	0.00548758583026597	TRUE	up
Clec4e	Nh	PR8_0p6_vs_Sham	2.08576456065442	6.70245949800572	1.64236935672823e-05	0.00163267835741835	TRUE	up
Cmpk2	Nh	PR8_0p6_vs_Sham	2.09676778294496	10.6858816096099	2.77150524564875e-10	1.70607467140801e-07	TRUE	up
Col1a2	Nh	PR8_0p6_vs_Sham	-1.16230456251842	8.07528235242532	0.000128799374905383	0.00730804962632413	TRUE	down
Col6a1	Nh	PR8_0p6_vs_Sham	-1.29541671900453	8.60027873407929	0.000199208349031582	0.00981024500384761	TRUE	down
Coxfa4l3	Nh	PR8_0p6_vs_Sham	4.95181606248637	8.5089413789491	1.01901516232581e-12	1.63093376730247e-09	TRUE	up
Cpm	Nh	PR8_0p6_vs_Sham	-1.49205527974146	6.17658836047248	6.90814546408375e-05	0.00466518431023884	TRUE	down
Creb5	Nh	PR8_0p6_vs_Sham	1.1361477271306	7.04135360675182	0.000258512073748954	0.011622150956045	TRUE	up
Crebrf	Nh	PR8_0p6_vs_Sham	1.01952833485458	5.79838429388234	0.00162717238662336	0.0391034445163767	TRUE	up
Crybg1	Nh	PR8_0p6_vs_Sham	1.44511171815485	8.43690960154798	5.51465551989951e-06	0.00072345952127862	TRUE	up
Csad	Nh	PR8_0p6_vs_Sham	-1.07656132894911	8.2974474884737	0.00134949810349992	0.0351557279739584	TRUE	down
