gene	TX91_mean	TX91_mean_threshold	pass
Frat1	7.2421120482869	6.11716417170886	TRUE
Ctdspl	7.22517910129554	6.11716417170886	TRUE
Pcnx1	7.22157099868875	6.11716417170886	TRUE
Cisd1	7.22089879651646	6.11716417170886	TRUE
Rtn1	7.21102536916883	6.11716417170886	TRUE
Ptgr3	7.206911992186	6.11716417170886	TRUE
Fam174c	7.20614735668957	6.11716417170886	TRUE
Sgsh	7.18269547490997	6.11716417170886	TRUE
Tlnrd1	7.18112399666205	6.11716417170886	TRUE
Map3k4	7.17263629944969	6.11716417170886	TRUE
Sub1	7.14765746436565	6.11716417170886	TRUE
Ankzf1	7.14113674646025	6.11716417170886	TRUE
Aacs	7.13963263331622	6.11716417170886	TRUE
Selenbp2	7.12790850670146	6.11716417170886	TRUE
Camk1d	7.12738110908597	6.11716417170886	TRUE
Tesk2	7.09847595995543	6.11716417170886	TRUE
Nadk2	7.0893133063122	6.11716417170886	TRUE
Dennd2c	7.08577510342586	6.11716417170886	TRUE
Cyp51	7.07374891857372	6.11716417170886	TRUE
Nat8l	7.06618547772477	6.11716417170886	TRUE
Arl2bp	7.06502216263589	6.11716417170886	TRUE
Gfer	7.0494745372697	6.11716417170886	TRUE
Peg13	7.04479713941871	6.11716417170886	TRUE
Pde2a	7.0333440971601	6.11716417170886	TRUE
Cfap74	7.029090053961	6.11716417170886	TRUE
Nme3	7.02693953269457	6.11716417170886	TRUE
Pank1	7.00060388951018	6.11716417170886	TRUE
Depdc7	6.96895815218091	6.11716417170886	TRUE
Upb1	6.96468805331103	6.11716417170886	TRUE
Ugt1a10	6.90527568897065	6.11716417170886	TRUE
Ndrg3	6.87984969174345	6.11716417170886	TRUE
Aph1b	6.84549884795407	6.11716417170886	TRUE
Klhl42	6.83359314648602	6.11716417170886	TRUE
Ralgps2	6.83323215418755	6.11716417170886	TRUE
Pabpc1l	6.8072610064611	6.11716417170886	TRUE
Bcr	6.77018518571484	6.11716417170886	TRUE
Stk16	6.76068357508893	6.11716417170886	TRUE
Pwwp3a	6.7590438665704	6.11716417170886	TRUE
Ctps2	6.75428013614221	6.11716417170886	TRUE
Tfb1m	6.73881201314566	6.11716417170886	TRUE
Adam4	6.73849355930277	6.11716417170886	TRUE
Etfbkmt	6.70401399560971	6.11716417170886	TRUE
Ttc27	6.68468913906472	6.11716417170886	TRUE
Fmo5	6.67682080543032	6.11716417170886	TRUE
Lmbrd1	6.67133624585995	6.11716417170886	TRUE
Enkur	6.65402028899324	6.11716417170886	TRUE
Klhl5	6.65228353297936	6.11716417170886	TRUE
Siah2	6.63901313533662	6.11716417170886	TRUE
Tppp	6.63417635088814	6.11716417170886	TRUE
Grk5	6.63325441632201	6.11716417170886	TRUE
Atp1a3	6.61786451373928	6.11716417170886	TRUE
9130008F23Rik	6.61237235182495	6.11716417170886	TRUE
Pnpla1	6.60925387230751	6.11716417170886	TRUE
1700025G04Rik	6.58219122663927	6.11716417170886	TRUE
Depp1	6.581528939331	6.11716417170886	TRUE
Hdac10	6.57938487974641	6.11716417170886	TRUE
Tspan32	6.57723488635444	6.11716417170886	TRUE
Asph	6.55956260971306	6.11716417170886	TRUE
Pgm2l1	6.55710974388774	6.11716417170886	TRUE
Gphn	6.53933064616139	6.11716417170886	TRUE
Elovl6	6.53154703675386	6.11716417170886	TRUE
Atosa	6.4761227042453	6.11716417170886	TRUE
Slc9a9	6.47384122408587	6.11716417170886	TRUE
Entpd5	6.47057346888572	6.11716417170886	TRUE
Smim5	6.46081221216346	6.11716417170886	TRUE
Ccno	6.45198677967745	6.11716417170886	TRUE
Tmem81	6.44206345979363	6.11716417170886	TRUE
Slc26a6	6.43202434632596	6.11716417170886	TRUE
Cfhr4	6.4209581656554	6.11716417170886	TRUE
F5	6.40784094901413	6.11716417170886	TRUE
Patz1	6.39039088398647	6.11716417170886	TRUE
Apln	6.3759233817897	6.11716417170886	TRUE
Lrba	6.37248651788288	6.11716417170886	TRUE
Dhcr24	6.34425417085785	6.11716417170886	TRUE
Zfp706	6.33977752204336	6.11716417170886	TRUE
G6pc3	6.32896551022903	6.11716417170886	TRUE
Tnnt3	6.31598191557827	6.11716417170886	TRUE
Rnase2b	6.31406679358066	6.11716417170886	TRUE
Cep78	6.24928685866058	6.11716417170886	TRUE
Rab36	6.24600326436849	6.11716417170886	TRUE
Kctd12b	6.23800372543938	6.11716417170886	TRUE
Serpinb1c	6.23663415938209	6.11716417170886	TRUE
Cd209a	6.2247206263041	6.11716417170886	TRUE
Syne2	6.20734075362603	6.11716417170886	TRUE
Msh2	6.17390515979429	6.11716417170886	TRUE
Slfn3	6.17175235456149	6.11716417170886	TRUE
Dusp18	6.15061269105386	6.11716417170886	TRUE
Serpinb1a	6.13341082103166	6.11716417170886	TRUE
Cbr2	6.13018441738296	6.11716417170886	TRUE
Egln1	6.1132982130114	6.11716417170886	FALSE
Klhl12	6.08298243816723	6.11716417170886	FALSE
Fktn	6.07599489625441	6.11716417170886	FALSE
Anapc1	6.05513902420789	6.11716417170886	FALSE
Scn2b	6.05335561368295	6.11716417170886	FALSE
Star	6.04246683346231	6.11716417170886	FALSE
Stxbp5	6.03653695310217	6.11716417170886	FALSE
Mlh3	5.99664989346208	6.11716417170886	FALSE
Ugt1a9	5.97319156429768	6.11716417170886	FALSE
Abca6	5.96191377197647	6.11716417170886	FALSE
Gstm6	5.92119778651437	6.11716417170886	FALSE
Ppm1l	5.91179486341773	6.11716417170886	FALSE
Ydjc	5.9019143175984	6.11716417170886	FALSE
Snhg11	5.88916629208923	6.11716417170886	FALSE
Txlnb	5.8891540852185	6.11716417170886	FALSE
Thnsl1	5.85742810459614	6.11716417170886	FALSE
Atg9b	5.8527199390408	6.11716417170886	FALSE
Poglut3	5.82928812519971	6.11716417170886	FALSE
Arhgap6	5.81374111738965	6.11716417170886	FALSE
Dyrk3	5.79840087003352	6.11716417170886	FALSE
Klri2	5.79130971733246	6.11716417170886	FALSE
Kcne3	5.77316362616282	6.11716417170886	FALSE
B630019K06Rik	5.76675241973225	6.11716417170886	FALSE
Rwdd2a	5.76236964796225	6.11716417170886	FALSE
Zfand4	5.76076450624022	6.11716417170886	FALSE
Megf9	5.75342078237075	6.11716417170886	FALSE
Naip7	5.69028929248788	6.11716417170886	FALSE
Wdcp	5.6869639438883	6.11716417170886	FALSE
Ccdc91	5.68279718921139	6.11716417170886	FALSE
Zdhhc17	5.6784171195581	6.11716417170886	FALSE
1700001K23Rik	5.65177259040786	6.11716417170886	FALSE
Rdh14	5.64594193827668	6.11716417170886	FALSE
Mblac2	5.59007080703707	6.11716417170886	FALSE
Olfr257	5.54925480874951	6.11716417170886	FALSE
Slc6a18	5.53239346388109	6.11716417170886	FALSE
Racgap1	5.51134480413869	6.11716417170886	FALSE
Pdk2	5.42878357335963	6.11716417170886	FALSE
P2rx1	5.42127914698972	6.11716417170886	FALSE
Scrg1	5.39048278291917	6.11716417170886	FALSE
Slc5a11	5.35085949174123	6.11716417170886	FALSE
Or10ab4	5.34514001050601	6.11716417170886	FALSE
Hdhd5	5.31117649643966	6.11716417170886	FALSE
Rnf125	5.29817813446868	6.11716417170886	FALSE
Gm17259	5.28758182664872	6.11716417170886	FALSE
