gene	TX91_mean	TX91_mean_threshold	pass
Rfx1	9.65613782059156	6.11716417170886	TRUE
Ss18l1	9.61755908171787	6.11716417170886	TRUE
Hopx	9.60375186602418	6.11716417170886	TRUE
Abca7	9.5993176199798	6.11716417170886	TRUE
Glo1	9.59774928107606	6.11716417170886	TRUE
Bri3bp	9.58522736141411	6.11716417170886	TRUE
Kpnb1	9.58194053212681	6.11716417170886	TRUE
Fam107b	9.56668610887705	6.11716417170886	TRUE
Il17ra	9.53987119305685	6.11716417170886	TRUE
Rbbp4	9.53009632775047	6.11716417170886	TRUE
9130004J05Rik	9.52092592087786	6.11716417170886	TRUE
Nfe2	9.51425087431345	6.11716417170886	TRUE
Qdpr	9.51111726907527	6.11716417170886	TRUE
Lman2	9.50684601457148	6.11716417170886	TRUE
Gadd45a	9.48291581939817	6.11716417170886	TRUE
Fbl	9.47512236491148	6.11716417170886	TRUE
Ear10	9.47247486179112	6.11716417170886	TRUE
Uggt1	9.4717623300415	6.11716417170886	TRUE
Tmem71	9.46913451437383	6.11716417170886	TRUE
Snx27	9.46275088263946	6.11716417170886	TRUE
Wdr3	9.45066587980169	6.11716417170886	TRUE
Ube2i	9.44342403808419	6.11716417170886	TRUE
Timm21	9.4357300683225	6.11716417170886	TRUE
Dock5	9.42858262467907	6.11716417170886	TRUE
Spcs3	9.42831408121996	6.11716417170886	TRUE
Itga4	9.4195189674582	6.11716417170886	TRUE
Mettl21a	9.41939176876954	6.11716417170886	TRUE
Abca3	9.41914977204385	6.11716417170886	TRUE
Rpl22	9.40691060280248	6.11716417170886	TRUE
Cnst	9.40554036284713	6.11716417170886	TRUE
Abcd1	9.39862009217655	6.11716417170886	TRUE
Hdlbp	9.3974639790718	6.11716417170886	TRUE
Camkk2	9.39660519427514	6.11716417170886	TRUE
Tiam2	9.38324590219487	6.11716417170886	TRUE
AI467606	9.37469249506623	6.11716417170886	TRUE
Herc2	9.3690559588547	6.11716417170886	TRUE
Abca9	9.35786972693023	6.11716417170886	TRUE
Hsd17b10	9.34952417958328	6.11716417170886	TRUE
Dnajc3	9.34435334006215	6.11716417170886	TRUE
Arhgef1	9.31925441044901	6.11716417170886	TRUE
Ip6k3	9.2955814359849	6.11716417170886	TRUE
Pdp2	9.28605441853462	6.11716417170886	TRUE
Foxred2	9.2783545777876	6.11716417170886	TRUE
Nr1d2	9.27614204854132	6.11716417170886	TRUE
Tial1	9.26394171900295	6.11716417170886	TRUE
Irak1	9.26314358874864	6.11716417170886	TRUE
Chd9	9.25510549729789	6.11716417170886	TRUE
Mtfr1	9.25072608094237	6.11716417170886	TRUE
Rnf144a	9.24669258026422	6.11716417170886	TRUE
Prkar2b	9.24082255548072	6.11716417170886	TRUE
Bmyc	9.23848896334719	6.11716417170886	TRUE
Focad	9.23695611948984	6.11716417170886	TRUE
Ugt1a7c	9.23054154836393	6.11716417170886	TRUE
Bltp3b	9.22186496123464	6.11716417170886	TRUE
Wrn	9.22092019330873	6.11716417170886	TRUE
Irf4	9.19063776020197	6.11716417170886	TRUE
Hsd17b4	9.1809656273929	6.11716417170886	TRUE
Klf2	9.17819046060542	6.11716417170886	TRUE
Ap3m1	9.16508835125797	6.11716417170886	TRUE
Sun1	9.15933344776514	6.11716417170886	TRUE
Zfp362	9.15294789373256	6.11716417170886	TRUE
Kif21b	9.15007899207738	6.11716417170886	TRUE
Srsf10	9.14553708689556	6.11716417170886	TRUE
Ap1ar	9.13048658338169	6.11716417170886	TRUE
Pfkfb4	9.12659147633783	6.11716417170886	TRUE
Adpgk	9.11082725222224	6.11716417170886	TRUE
Rin3	9.09246799334264	6.11716417170886	TRUE
D2hgdh	9.08874713672096	6.11716417170886	TRUE
Btla	9.08695230864152	6.11716417170886	TRUE
Gm5779	9.08529971374519	6.11716417170886	TRUE
Fto	9.07592600959037	6.11716417170886	TRUE
Ppp1r12a	9.07206806657022	6.11716417170886	TRUE
Syk	9.05396717341948	6.11716417170886	TRUE
Taf3	9.04307773518562	6.11716417170886	TRUE
Hsd17b8	9.04277343317068	6.11716417170886	TRUE
Bcl11a	9.03734689816517	6.11716417170886	TRUE
Gdpd3	9.0292433091284	6.11716417170886	TRUE
Fcer2a	9.02230580200091	6.11716417170886	TRUE
Rasgrp2	9.01699257390091	6.11716417170886	TRUE
Zer1	8.99440640878789	6.11716417170886	TRUE
Arid5a	8.99174977183709	6.11716417170886	TRUE
Nek7	8.98585394863606	6.11716417170886	TRUE
Fhip1b	8.97579170283014	6.11716417170886	TRUE
Gsto1	8.96787560724197	6.11716417170886	TRUE
Smc1a	8.96726194245329	6.11716417170886	TRUE
Ahr	8.95518318706614	6.11716417170886	TRUE
Smim13	8.94687677614875	6.11716417170886	TRUE
Msmo1	8.91904512485	6.11716417170886	TRUE
Atg9a	8.91694275115612	6.11716417170886	TRUE
Arrb1	8.91639725560585	6.11716417170886	TRUE
Kpna2	8.90656664587642	6.11716417170886	TRUE
Hfe	8.90523354885534	6.11716417170886	TRUE
Plxdc1	8.89763878038969	6.11716417170886	TRUE
Zfp931	8.89503380054773	6.11716417170886	TRUE
Sort1	8.8938720815841	6.11716417170886	TRUE
Dpagt1	8.88621595593883	6.11716417170886	TRUE
Tmc6	8.8816129460465	6.11716417170886	TRUE
Tmem109	8.87566143812901	6.11716417170886	TRUE
Ppfia4	8.8697864385024	6.11716417170886	TRUE
Hspa4l	8.85559240408096	6.11716417170886	TRUE
Sgms1	8.85130596693122	6.11716417170886	TRUE
Tle5	8.8503874185821	6.11716417170886	TRUE
Dipk1a	8.84122318706066	6.11716417170886	TRUE
Dhrs7	8.83977010769822	6.11716417170886	TRUE
Vps13b	8.83778831992277	6.11716417170886	TRUE
Mllt3	8.83609650310643	6.11716417170886	TRUE
Gm13498	8.83143093861617	6.11716417170886	TRUE
Foxk2	8.83054960976769	6.11716417170886	TRUE
Btbd10	8.82025729543502	6.11716417170886	TRUE
Zfp12	8.79727323414432	6.11716417170886	TRUE
Plcb2	8.79411973331048	6.11716417170886	TRUE
Ubqln2	8.79335547222843	6.11716417170886	TRUE
Tacc1	8.79313909199078	6.11716417170886	TRUE
Parp8	8.79297504919378	6.11716417170886	TRUE
Aco1	8.78969238406363	6.11716417170886	TRUE
Sulf2	8.78081993397456	6.11716417170886	TRUE
Nabp1	8.76609013335854	6.11716417170886	TRUE
Acss2	8.75793325286078	6.11716417170886	TRUE
Tmem268	8.74105732318234	6.11716417170886	TRUE
Grk3	8.73576001083235	6.11716417170886	TRUE
Ticam2	8.73338265606295	6.11716417170886	TRUE
Tcea3	8.72830702420395	6.11716417170886	TRUE
Osgep	8.72187742687091	6.11716417170886	TRUE
Septin9	8.71109048675423	6.11716417170886	TRUE
Atrnl1	8.7026648567608	6.11716417170886	TRUE
B4gat1	8.69871737839046	6.11716417170886	TRUE
Fam234a	8.69124693084248	6.11716417170886	TRUE
Stard4	8.68487180013177	6.11716417170886	TRUE
Ace	8.67643152221771	6.11716417170886	TRUE
Mtap	8.66811515911929	6.11716417170886	TRUE
Tshz1	8.65868973288643	6.11716417170886	TRUE
Rasgrp4	8.65714687300251	6.11716417170886	TRUE
Dlgap4	8.65170953002246	6.11716417170886	TRUE
Ift140	8.65115643649735	6.11716417170886	TRUE
Atp10d	8.64240651477981	6.11716417170886	TRUE
Map3k15	8.62880423144676	6.11716417170886	TRUE
Auh	8.62791192613614	6.11716417170886	TRUE
