gene	log2FC_TX91_vs_Sham	FDR_TX91_vs_Sham	already_down_in_TX91	pass_step5
St3gal3	-0.226951512836555	0.800191883513691	FALSE	TRUE
Spidr	-0.14040190780077	0.800358455323175	FALSE	TRUE
Atp2c1	-0.208494685649788	0.802218152445081	FALSE	TRUE
Btla	-0.242294585210287	0.802218152445081	FALSE	TRUE
Sqle	-0.204465161915826	0.803192002218007	FALSE	TRUE
Prep	-0.174051021012044	0.807166722822697	FALSE	TRUE
Pygl	-0.240033070209909	0.807545303256254	FALSE	TRUE
Clec10a	0.128339707748802	0.80907726452083	FALSE	TRUE
Cat	-0.124528539443842	0.809286557333898	FALSE	TRUE
Map3k15	-0.140286046786267	0.8099592104075	FALSE	TRUE
Haao	-0.210004747064776	0.81135337056883	FALSE	TRUE
Itpr2	-0.174695052752446	0.813524013075341	FALSE	TRUE
Ear12	-0.198409408550694	0.814403115988307	FALSE	TRUE
Cbfa2t3	-0.111578520599281	0.817473302326842	FALSE	TRUE
E2f2	-0.153836135915331	0.817762783623587	FALSE	TRUE
Fto	-0.128794846881249	0.817835325086935	FALSE	TRUE
Ncbp2	-0.167243653015964	0.818404567331789	FALSE	TRUE
Ak3	-0.143794397091609	0.818568683091125	FALSE	TRUE
Foxred2	-0.127861443027932	0.820297644532982	FALSE	TRUE
Mtap	-0.165290001381644	0.823264292038817	FALSE	TRUE
Tspan32	-0.21276409435766	0.823264292038817	FALSE	TRUE
Acss2	0.181889156160628	0.824144373173517	FALSE	TRUE
Kdm6b	0.132874416215786	0.824285920467645	FALSE	TRUE
Cep78	-0.23344933216036	0.826234575154185	FALSE	TRUE
Bcl2l13	-0.202036070748878	0.82749967860236	FALSE	TRUE
Tfdp1	-0.141817389473749	0.829303160196995	FALSE	TRUE
Ear3	-0.201635067419806	0.830725376997221	FALSE	TRUE
Klhl17	-0.214247248756507	0.830725376997221	FALSE	TRUE
Zfand1	-0.155413012459105	0.830725376997221	FALSE	TRUE
Osgep	-0.115258007733086	0.832676666917144	FALSE	TRUE
B4gat1	-0.139142792212178	0.832772725617624	FALSE	TRUE
Lman2	-0.148561008149928	0.835376893287486	FALSE	TRUE
Me2	-0.136587195521553	0.835540767893291	FALSE	TRUE
Tspan14	0.142555743220701	0.83587368875165	FALSE	TRUE
Acsl3	0.168152115671121	0.838727624879167	FALSE	TRUE
Dcps	0.173598862141801	0.838892486730544	FALSE	TRUE
Pwwp3a	-0.210652479086492	0.838992642914661	FALSE	TRUE
Pabpc1l	-0.279492687406725	0.839455073450031	FALSE	TRUE
Padi2	0.130866320983355	0.839960440726749	FALSE	TRUE
Atp2a3	-0.150109828035973	0.842037607270462	FALSE	TRUE
Ceacam1	-0.18037749563271	0.843100457059498	FALSE	TRUE
Camk1d	0.202694992519453	0.845540874111098	FALSE	TRUE
Focad	-0.174515718708619	0.847085563149317	FALSE	TRUE
Hnrnpul2	-0.117722883482241	0.847777227338494	FALSE	TRUE
Rere	-0.151405509337746	0.847777227338494	FALSE	TRUE
Hsph1	-0.143937979465257	0.848070575090001	FALSE	TRUE
Ppfia4	-0.119520568594845	0.848869463954797	FALSE	TRUE
Hfe	-0.171640908245372	0.850309486405788	FALSE	TRUE
Fbl	-0.123715134633796	0.85141768254216	FALSE	TRUE
Eno3	-0.28244998465042	0.851559552175278	FALSE	TRUE
Flvcr1	-0.146343940670652	0.851559552175278	FALSE	TRUE
6030458C11Rik	0.160258227304396	0.852676042233913	FALSE	TRUE
Mid1ip1	-0.175369126851475	0.853311101196198	FALSE	TRUE
Asph	-0.216662821616254	0.854387635372054	FALSE	TRUE
Ccdc125	0.194089599612683	0.855601470790715	FALSE	TRUE
Fam219b	0.122835693170924	0.856545884301263	FALSE	TRUE
Fam89b	0.126773955930371	0.858322553218604	FALSE	TRUE
Mtus1	-0.0875474148125601	0.858322553218604	FALSE	TRUE
Cbr2	0.21236756129008	0.858848060037391	FALSE	TRUE
Rnase2b	0.176382561948055	0.858848060037391	FALSE	TRUE
Poglut2	-0.14078236893295	0.859859199596937	FALSE	TRUE
Dpagt1	-0.13968856640027	0.861937756211686	FALSE	TRUE
Dna2	-0.107226917224667	0.868114237919219	FALSE	TRUE
Smim5	-0.163028336175266	0.868566435694754	FALSE	TRUE
Dennd2c	-0.206372675346518	0.872729636789955	FALSE	TRUE
Tmem43	-0.120101080348988	0.872734773544571	FALSE	TRUE
Aldh2	-0.12127292071037	0.873956609067671	FALSE	TRUE
Gopc	-0.114869912657424	0.873956609067671	FALSE	TRUE
Hopx	0.123541952711548	0.87657206749823	FALSE	TRUE
Rgs18	-0.226076630573724	0.87715081118669	FALSE	TRUE
Hspa1b	0.212495310340882	0.879280437720555	FALSE	TRUE
Ss18l1	-0.093810216927821	0.88270832214649	FALSE	TRUE
Uggt1	-0.0923211633169974	0.882850023366054	FALSE	TRUE
Pi16	-0.208930850013259	0.883452331618908	FALSE	TRUE
Ipo7	-0.14225977186281	0.884933311570765	FALSE	TRUE
Arsb	-0.177724491627627	0.885879576156802	FALSE	TRUE
Galnt10	-0.129701955664292	0.88683166654604	FALSE	TRUE
Klhl5	0.152737167253187	0.887834070678303	FALSE	TRUE
Gng10	-0.0888780278757828	0.888220702925187	FALSE	TRUE
Pop5	-0.113731469580875	0.888220702925187	FALSE	TRUE
Nhsl2	-0.110360350865266	0.889207051050126	FALSE	TRUE
Msmo1	-0.113494018595107	0.890430975045294	FALSE	TRUE
Dhrs7	0.142097119419972	0.892328587187788	FALSE	TRUE
Ap1ar	-0.0834195831094053	0.896508405478083	FALSE	TRUE
Hacd4	-0.129414317608905	0.896508405478083	FALSE	TRUE
Icam2	0.117442123660577	0.896651521741621	FALSE	TRUE
Cfap74	0.147293571063386	0.897478282344416	FALSE	TRUE
Irak1	-0.0934750706691752	0.897914933853475	FALSE	TRUE
Sub1	0.12172302350987	0.898867218324546	FALSE	TRUE
Galnt9	-0.162672984763716	0.900135703338058	FALSE	TRUE
Fkbp4	0.0869588734406364	0.900191738987271	FALSE	TRUE
Lmf1	-0.174497957578379	0.900204204630301	FALSE	TRUE
Pdp2	-0.0892145776057021	0.900922359591482	FALSE	TRUE
Vnn3	-0.125739158688182	0.902631993476778	FALSE	TRUE
Map3k4	0.120027283406757	0.904511755086549	FALSE	TRUE
Hcfc1	-0.080557888790409	0.904827881852335	FALSE	TRUE
Tmem81	-0.13926743658509	0.904827881852335	FALSE	TRUE
Hnrnpa2b1	-0.0678007490200727	0.906529367330258	FALSE	TRUE
Mgst1	-0.128157367704103	0.912815039671206	FALSE	TRUE
Iqgap2	-0.0906921431873258	0.913160400145561	FALSE	TRUE
Bcr	-0.107733410803708	0.913404842909882	FALSE	TRUE
Sptlc2	-0.118858819599146	0.916495769483825	FALSE	TRUE
Dnajc3	-0.0659958750862373	0.916503854070829	FALSE	TRUE
Ankzf1	-0.104113209044058	0.918504433618085	FALSE	TRUE
Fcer2a	-0.100074505355703	0.919291096411392	FALSE	TRUE
Gm5779	-0.0805766251456799	0.922494333196028	FALSE	TRUE
D16Ertd472e	0.101609577678731	0.924660795997116	FALSE	TRUE
Tmc6	-0.110307839391611	0.926557006727701	FALSE	TRUE
Bmx	-0.152695121875496	0.926768378200041	FALSE	TRUE
Erlin1	-0.0696033629873973	0.927055275337614	FALSE	TRUE
Treml4	-0.080342132273822	0.92941803560709	FALSE	TRUE
Chlsn	-0.124855746910731	0.929553873654706	FALSE	TRUE
Hgsnat	-0.076866252171877	0.931194491913315	FALSE	TRUE
Hspe1	-0.0667573983646683	0.931194491913315	FALSE	TRUE
Zfp931	-0.0714862391260365	0.935575026695401	FALSE	TRUE
Ppp1r12a	-0.0709815590822007	0.936773664441597	FALSE	TRUE
Tmem50b	-0.0571723513145965	0.937858896760463	FALSE	TRUE
Calhm2	-0.10182862761463	0.938339761387724	FALSE	TRUE
Mtfr1	-0.0589713036204316	0.938339761387724	FALSE	TRUE
Mxi1	0.0684461305348343	0.938339761387724	FALSE	TRUE
Rflnb	-0.111657823224925	0.938339761387724	FALSE	TRUE
Syk	-0.0582375522731517	0.938339761387724	FALSE	TRUE
Tnfrsf21	-0.0853110204842551	0.938339761387724	FALSE	TRUE
Nup210	-0.0838681821321536	0.938478609288415	FALSE	TRUE
Auh	0.0806958533194511	0.940124062616108	FALSE	TRUE
Nabp1	-0.0782401004876441	0.940317190859413	FALSE	TRUE
Chd9	-0.0690408437863237	0.942429687093244	FALSE	TRUE
Hsd17b10	0.0644869786745517	0.942429687093244	FALSE	TRUE
Selenbp2	-0.0921810624594785	0.943870767172363	FALSE	TRUE
Cd300a	-0.0585900095244725	0.944759481369609	FALSE	TRUE
Sgk3	-0.0526979180635969	0.945758491453124	FALSE	TRUE
Tmpo	0.0496305012975284	0.945758491453124	FALSE	TRUE
Mctp1	-0.0986786092231862	0.946118932831166	FALSE	TRUE
Lbr	-0.075482037534897	0.947445668967542	FALSE	TRUE
Ccnd3	0.0527886514540601	0.951153111101562	FALSE	TRUE
Celsr3	0.082284409953683	0.952667347313654	FALSE	TRUE
Idi1	-0.0526194675597029	0.95380510957801	FALSE	TRUE
Apln	-0.0822083171467325	0.954546411569644	FALSE	TRUE
Elovl6	-0.0710332535650977	0.95477484563995	FALSE	TRUE
Arl2bp	-0.0665493580732459	0.955429408795115	FALSE	TRUE
Cyp4f16	-0.0458042547963213	0.957607769097711	FALSE	TRUE
Pigk	-0.0546170905816075	0.958085425219585	FALSE	TRUE
Adam4	-0.0895527103820868	0.958488601356108	FALSE	TRUE
Ccdc85b	0.0723931150087331	0.959417495295468	FALSE	TRUE
Cyp51	-0.0681310385815346	0.959740672025828	FALSE	TRUE
Hsd17b8	0.0385122687460377	0.959740672025828	FALSE	TRUE
Smc1a	-0.0373263504839585	0.961432467902602	FALSE	TRUE
Siah2	-0.0707363953699032	0.964935113248092	FALSE	TRUE
Gfer	-0.0567888930488616	0.96562572418518	FALSE	TRUE
Rpia	-0.0388328099843047	0.967575347919995	FALSE	TRUE
Cfh	0.0679788287167913	0.968647954727879	FALSE	TRUE
Sqor	0.0357085516365174	0.968647954727879	FALSE	TRUE
Ndrg1	-0.0430089563290768	0.968759212289615	FALSE	TRUE
Aacs	0.0486244963299942	0.96899387052498	FALSE	TRUE
Fam43a	-0.0394231883904155	0.969398813142979	FALSE	TRUE
Nfam1	0.0286987503115128	0.971790581467447	FALSE	TRUE
Arhgap26	0.043189010457203	0.972156242302878	FALSE	TRUE
Ampd3	-0.0361440749442625	0.973540465543062	FALSE	TRUE
Tstd1	0.039260784759886	0.975462823413748	FALSE	TRUE
G6pc3	-0.0438888081740973	0.975757100426721	FALSE	TRUE
Lrrk2	0.0394834517646441	0.976518060312887	FALSE	TRUE
Mrpl33	-0.0318377221625958	0.977753031886137	FALSE	TRUE
Tesk2	0.0465700418609245	0.977765666147836	FALSE	TRUE
Ttc27	0.0365261589393064	0.978971639391866	FALSE	TRUE
Rtn1	0.0300177808736137	0.984253624653321	FALSE	TRUE
Pros1	0.023136887194255	0.984894512032904	FALSE	TRUE
Btbd10	-0.0230738950759388	0.985896174196201	FALSE	TRUE
Parp8	-0.0182031801674647	0.985944892574286	FALSE	TRUE
Elac1	0.0219467613801605	0.98615160717505	FALSE	TRUE
Stk38	-0.0160304716664044	0.987870376154608	FALSE	TRUE
Hdac10	-0.024448235945461	0.987879351615188	FALSE	TRUE
Rassf4	0.0131737224803015	0.98871756430502	FALSE	TRUE
Napsa	-0.0131051228742685	0.988837073988011	FALSE	TRUE
Tiam1	0.0154173161347391	0.988837073988011	FALSE	TRUE
Pdlim1	0.0195958420390916	0.989337264442322	FALSE	TRUE
Serpinb1a	-0.0184820212352754	0.99022646533644	FALSE	TRUE
Cisd1	0.0200117697749009	0.991442229732687	FALSE	TRUE
Selenbp1	-0.0186156060241043	0.992524007829322	FALSE	TRUE
Slc4a7	0.0176501198859986	0.992524007829322	FALSE	TRUE
Tle5	0.0106281453087966	0.992724311124278	FALSE	TRUE
Adpgk	0.00860471453515821	0.996338781300125	FALSE	TRUE
Ndufaf7	0.0135404598188824	0.996338781300125	FALSE	TRUE
Idh1	-0.0122767837558735	0.996639050858477	FALSE	TRUE
Fancl	0.0072245389083605	0.997522173058434	FALSE	TRUE
Samsn1	-0.00639896408742224	0.99757014985317	FALSE	TRUE
Nek7	-0.00374809982096025	0.997989976346358	FALSE	TRUE
Nme3	0.00468869694552421	0.998359655855729	FALSE	TRUE
