gene	slope	AveExpr	t	P.Value	adj.P.Val	B
Rbpms	-0.355162182451244	9.06641360879752	-5.44734167823897	3.35338551523428e-05	0.00219962849062806	2.46540931769897
Cat	-0.283479619911901	11.4155477369582	-5.44351826747827	3.38093105157751e-05	0.00220864495838767	2.45750289132799
Cyb5r1	-0.312281599825298	9.24136434073087	-5.43322833112172	3.45622197670413e-05	0.00223294194192234	2.43621590007535
Bnip3l	-0.319894969887411	10.2092610271625	-5.41350830236746	3.60535090100626e-05	0.00228982703057957	2.39538644117386
Atp10d	-0.364266573410164	8.04191386077306	-5.41086217999003	3.6258574885642e-05	0.00229374897646127	2.38990435037604
Bmyc	-0.421329849666938	8.39021333950072	-5.38878092800774	3.8017084122179e-05	0.0023504384688833	2.34412636607532
Rabgap1l	-0.656174878870262	6.6939035909177	-5.38982410912841	3.79320727241283e-05	0.0023504384688833	2.34629030043174
Rarg	-0.390591920241152	7.87206085416246	-5.38775110510331	3.81011983581626e-05	0.0023504384688833	2.34199002008238
Cd209a	-0.494030772482081	5.12931009701725	-5.37547226838183	3.91189252813864e-05	0.00238060227805547	2.31650855781206
Skint3	-0.535127133460025	7.1089871998789	-5.36717924711859	3.98220045186897e-05	0.00240913181696125	2.29928894596261
Focad	-0.484952467033025	8.5346631572159	-5.34697364372421	4.15897145602663e-05	0.00249304637279799	2.25730170051972
Smim13	-0.317911201713205	8.53099472999857	-5.32335410649123	4.37583193113894e-05	0.00259389592806958	2.20816256969668
Icam2	-0.426633515950695	7.68938506378647	-5.31902885888518	4.41678101757967e-05	0.00260850849396172	2.19915744286737
Arhgap6	-0.354149128915139	5.15557607340804	-5.3005700361045	4.5959961014893e-05	0.0026460042303718	2.16070323262022
Slc46a3	-0.494019444152794	8.74310816787862	-5.29513216108804	4.65019848725176e-05	0.00266761386338582	2.14936771190346
S1pr5	-0.576815318174816	9.01035480614032	-5.28364277739513	4.7668812053293e-05	0.00272478334611769	2.12540694686323
Nr4a1	-0.321003524732963	10.3788039182355	-5.27579437002674	4.84830566440431e-05	0.00276146377789292	2.10903111152667
Rnf144a	-0.712402006816226	7.96728872705449	-5.2720252231573	4.8879136620778e-05	0.00277415099863671	2.10116436104017
Gapt	-0.565709149423875	7.38250324439067	-5.25526952373493	5.06803754653111e-05	0.00283615178084722	2.06617435497773
Ceacam1	-0.459446399936969	10.2068249349008	-5.24929071346518	5.13394141582852e-05	0.00284320873219154	2.05368187309499
Dennd2c	-0.597312972933869	6.31955198673754	-5.2523846570898	5.09972843912625e-05	0.00284320873219154	2.06014701813096
Auh	-0.507343084778615	7.83240091059954	-5.22911416740785	5.36288751087107e-05	0.00289976400714498	2.01149582039092
Nr4a2	-0.521316754399174	6.43799326445779	-5.23032897220724	5.3488120182795e-05	0.00289976400714498	2.01403700597453
Spcs3	-0.380546435034702	8.92154181745111	-5.22299046156123	5.43441948091701e-05	0.00291872093262003	1.99868360526614
Stxbp6	-0.470736187640966	7.86776713470991	-5.2240708529859	5.42172874295974e-05	0.00291872093262003	2.00094432095718
Frat2	-0.569388301543285	7.4925250345819	-5.20454488449176	5.65583719163802e-05	0.00299740643219095	1.96006748274514
Hnrnpul2	-0.289192382056573	10.4696879642503	-5.18644129637046	5.88212317744784e-05	0.00306655965651637	1.92213300758564
Fam107b	-0.424310461550501	9.14391488183372	-5.18167632865673	5.94320716461651e-05	0.00308781013462168	1.91214283100999
Rap1gap2	-0.301909293557517	9.94329289644796	-5.18026139075724	5.96147036299968e-05	0.00308781013462168	1.909175840709
Ralgps2	-0.566122187936917	5.71440925891894	-5.16996695911527	6.0960833503308e-05	0.00314734883942079	1.88758324347848
Tmem43	-0.344553105394263	9.74545763460542	-5.16138668487889	6.2106530496651e-05	0.00319618977684533	1.86957786314889
9130008F23Rik	-0.580819647274355	5.45840620966554	-5.1473576828712	6.40273894781788e-05	0.00328448195063542	1.84012251631049
Prrc2b	-0.230216686681363	10.1206934722951	-5.14178174178538	6.4807610169688e-05	0.00328859103465359	1.82840976009651
Qser1	-0.438045659997221	6.72039780486852	-5.14216524024116	6.47536389353174e-05	0.00328859103465359	1.82921543202598
Sft2d2	-0.342886284378374	10.1563415034213	-5.14416473672372	6.44729848765504e-05	0.00328859103465359	1.83341583189778
Slc9a9	-0.531351591066384	5.58586975207773	-5.07729946493159	7.45686091445984e-05	0.00371797691389189	1.69273620708863
Cisd1	-0.524744940033494	6.48349490124493	-5.06673840355779	7.63049043042167e-05	0.00374423415196928	1.67047685771449
Adgre4	-0.407366109700996	11.6982761468628	-5.06110830798806	7.72473300783656e-05	0.00375788303314359	1.65860607390528
Nxpe4	-0.444579072751092	11.1440468738544	-5.05179158526367	7.88330368599399e-05	0.00381527354856937	1.63895562818368
Ypel2	-0.493621116233423	6.65954160113962	-5.04697630289987	7.96655801920648e-05	0.00384050485233132	1.62879623017287
Nemp2	-0.23829936039481	9.46591415530942	-5.04517332146773	7.99796124188937e-05	0.00384406515544863	1.62499169711567
Mxi1	-0.398428876889428	10.2547793429394	-5.03819097598822	8.12077198418104e-05	0.00386824272639338	1.61025514238251
Aldh2	-0.352764813144588	10.4161761935136	-5.03178944889909	8.23505731273716e-05	0.00389947018610527	1.59674044047708
Mettl21a	-0.260412649627522	8.99883885750777	-5.02142610615178	8.4235621170573e-05	0.00395363963881238	1.57485363323317
Tmem109	-0.362339282809966	8.22121599284256	-5.01260039922204	8.58756605665368e-05	0.0040188302554603	1.55620643539911
Jade1	-0.383399919743634	7.27455754654012	-5.00758181727399	8.68227292933862e-05	0.00403149768894668	1.54559985914912
Peg13	-0.659124339698408	5.87581949514309	-5.0021572839447	8.78583925492581e-05	0.00405237340850396	1.53413274255638
Ndufaf7	-0.561689791344742	7.08182629744042	-4.99871084009655	8.85229319204944e-05	0.00407129173961929	1.52684579425591
Kctd12	-0.299955815334624	10.5920283852412	-4.99525670766662	8.91940977687475e-05	0.00409040554380746	1.51954151228672
Lrrk2	-0.484800307074103	7.73010744121527	-4.97519159027796	9.31968547307068e-05	0.00418993162911506	1.47708962576826
Cd177	-0.713807437811875	8.6854446171174	-4.96882737231923	9.45043339198694e-05	0.00421320853589835	1.46361732277118
Tmem176b	-0.378647328366064	9.80487929523809	-4.96347902218355	9.56175640792424e-05	0.00422751136212231	1.4522927272654
Tmem71	-0.426233698001217	8.73267578379998	-4.9581507006302	9.67399205975093e-05	0.00425363304715148	1.44100804046189
Dock8	-0.315731944123724	9.6819068604531	-4.95526787288935	9.73527477566178e-05	0.00425535162649211	1.43490155280464
Fhip1b	-0.650439932332114	8.04684020161977	-4.94927156121068	9.86401407952873e-05	0.00425535162649211	1.42219767335468
Srsf10	-0.387695187623818	8.6961809818689	-4.94966057193073	9.85560972652647e-05	0.00425535162649211	1.42302193242354
Xpr1	-0.332309649420207	9.50708243112953	-4.95585516038425	9.7227582932464e-05	0.00425535162649211	1.43614562076232
9130004J05Rik	-0.399054481840585	8.94766616215733	-4.93149206235464	0.000102560291174837	0.00440074386126883	1.38451145495411
Timm21	-0.274030540804262	8.98465375768916	-4.91075777811714	0.000107333047018499	0.004568791004072	1.34052802092015
Gadd45a	-0.442735777095423	8.8218004155672	-4.89294413747437	0.000111613954255135	0.00468866492874918	1.30271126350314
Nadk2	-0.430784396795518	6.57952744639979	-4.88870937702131	0.00011265697396513	0.00472009127830342	1.29371737484287
Btla	-0.533917339674537	8.02642789486556	-4.87591234523746	0.000115869599354538	0.00482940869184734	1.26652977980902
Plxdc1	-0.31795503605419	8.22556329088083	-4.8668007033184	0.000118213751430147	0.00487631724649358	1.24716375859394
Lman2	-0.34603672719575	9.14422742842905	-4.86294596280035	0.000119219941481764	0.00489260298311701	1.23896881769928
Sgsh	-0.600911574301011	6.32608587528681	-4.85652775285491	0.000120914649457822	0.00493683409329704	1.2253214544176
Slc12a6	-0.239459949596025	9.4130052530596	-4.85449436342549	0.000121456658993912	0.004940419578716	1.22099706955333
Dna2	-0.297427327521078	10.5055720939945	-4.8473148826873	0.000123390243566979	0.0049461093575777	1.20572592582247
Mdm1	-0.632635807905281	6.85004681383722	-4.84837034968723	0.000123104031434465	0.0049461093575777	1.20797121734751
Ugt1a2	-0.323532225528646	10.838203129381	-4.84649108385913	0.000123614104531776	0.0049461093575777	1.20397340006197
Entpd5	-0.466528417350656	5.81407185986064	-4.83194969742987	0.000127634373090053	0.00506895320423399	1.17302969432783
Fam89b	-0.348899931615032	9.1569169733105	-4.82117548073004	0.000130698744049199	0.00515229901110205	1.15009180683255
Rasgrp2	-0.819291608273643	7.449279860478	-4.81116211440151	0.000133613818108575	0.00521582721665301	1.12876573141599
Nhsl2	-0.471661490740162	9.62413321873289	-4.80739272967225	0.000134728215781317	0.00524653307440384	1.12073586195744
Mef2c	-0.339186151673604	9.2456835851432	-4.80182809107495	0.000136390678037287	0.00528555157866046	1.10887962012421
P2ry1	-0.532848552018661	9.93451052019276	-4.7531698891855	0.000151846425605894	0.0057864334329103	1.00510870172441
Vps13b	-0.344974677245944	8.22233957676431	-4.75017347123798	0.000152854489988392	0.0057972419721901	0.998712777593881
Aph1b	-0.514198931473905	5.72673057817849	-4.74718667289604	0.000153866088194347	0.00580808193761917	0.992336752539508
Msh2	-0.390799530565288	5.40998446691011	-4.74780729939741	0.000153655329729975	0.00580808193761917	0.993661678090843
Xpc	-0.412308447292903	7.9716718755351	-4.73434655097691	0.000158292998820914	0.00591934450030078	0.964919329127229
Cd300lg	-0.68366118501329	9.23973017855265	-4.72718217758611	0.000160819111786863	0.00599978993974066	0.94961629273679
Hsd17b4	-0.324827024160397	8.63466795896356	-4.72327246668852	0.000162214888843676	0.00601374729150112	0.941263690573031
Fam43a	-0.368144453177091	9.38379249170173	-4.72052510077512	0.000163203063623931	0.0060324827558915	0.935393663328824
Dicer1	-0.348500662217648	7.6248494122761	-4.70760442030262	0.000167933043583547	0.00612247918577372	0.90778042077304
Patz1	-0.432047688416849	5.71800004702454	-4.70460653237387	0.000169050267344574	0.00613525970260748	0.901371917098333
Ticam2	-0.353593383008926	8.26868792116553	-4.70131543820464	0.000170285456555938	0.00615218675435167	0.894335941374918
Arhgap21	-0.458109059002716	7.24530564651714	-4.69301177650997	0.000173442826618012	0.00625210942030575	0.876580477788391
Ear12	-0.38988974031582	9.17625051626587	-4.69199769788813	0.00017383247060519	0.00625210942030575	0.874411792223241
Elovl6	-0.487147071946784	5.73927787163516	-4.68786872109632	0.000175428166404079	0.00628127025346147	0.865580957894862
1700025G04Rik	-0.493042772403782	5.8316022171796	-4.68313451764898	0.000177276075628068	0.00631916167133013	0.855454324053062
Rassf4	-0.258715958674466	11.0937528821173	-4.67695114360069	0.000179719446458615	0.00636473770104431	0.842225667578913
Akap9	-0.382072039505516	7.48726612463243	-4.67380390459286	0.000180976186748061	0.00636598652506093	0.835491543854261
Stk38	-0.306351396613606	9.75126354420056	-4.66450992542439	0.000184739740504666	0.00646725567716764	0.81560158608097
Emb	-0.34008299206796	10.9708448910419	-4.65536362911269	0.000188521073489594	0.00657359429455544	0.796022341588208
Rnase2b	-0.493676533381089	5.2487213178308	-4.64211669902432	0.00019413748487335	0.00669648802887491	0.767655724911458
Upb1	-0.614623256178196	5.58332984271502	-4.6438796567017	0.000193380340682629	0.00669648802887491	0.771431499442615
Itga4	-0.376599743361102	8.85133622090371	-4.63026445788441	0.000199306412596689	0.00683061912978588	0.742266540180506
Fam117b	-0.321278185560927	10.8132132550962	-4.61808514635366	0.000204763538817557	0.00694330601435383	0.716167925309129
Celsr3	-0.631176656800789	8.81739045485395	-4.61400887948022	0.000206623631875617	0.00697681693706594	0.70743107502999
Cnksr3	-0.414832628614279	7.78949950182747	-4.61182195842078	0.000207628628816515	0.00697930787106512	0.70274334488264
Zfp326	-0.275349121089948	9.56920317855412	-4.61239809273158	0.000207363386911613	0.00697930787106512	0.703978332993112
Hdhd5	-0.220027486635477	4.93685986455937	-4.60339675492184	0.000211546989202319	0.00705391859140419	0.684681070503819
Serpinb10	-0.456538008606922	9.57669616875365	-4.5966543242494	0.000214736700832239	0.00714524094972971	0.670223442737225
Ear1	-0.348176298721883	10.255047301968	-4.59226831678463	0.000216837775842736	0.00718527660944718	0.66081724432158
Mtap	-0.321802312391318	8.24252435017859	-4.57521998182323	0.000225204545787854	0.00741645834430989	0.624245268968696
Slc49a3	-0.279781386038657	9.69108511924044	-4.57350745994817	0.000226062883937047	0.00742943831090851	0.620570689746069
Idi1	-0.363856466234468	10.108996800454	-4.56705954799543	0.000229324518774282	0.00750580556847114	0.606733892324663
D2hgdh	-0.266078322906967	8.58868962994951	-4.5584007846879	0.000233779674001429	0.00762045556495492	0.588149225125694
Ahr	-0.577521452677035	8.22051050572898	-4.55147521068944	0.000237406129156475	0.007722937189328	0.5732817039091
Chd9	-0.307810206837881	8.89860882752768	-4.54239812688605	0.000242245663320627	0.00783260978070027	0.553791610909503
Pros1	-0.414363623999364	10.9244983030155	-4.53324841296487	0.000247225112141017	0.00792953490945286	0.534141271387756
Ap3m1	-0.339223907284368	8.6099211405043	-4.52379660159019	0.000252477903314774	0.00803165039548306	0.513837686033592
Csgalnact2	-0.328654386553868	10.0840609615198	-4.52301384861072	0.000252917950598155	0.00803165039548306	0.512156041975
Timp2	-0.308491036078512	8.2224352518323	-4.49906602787378	0.000266763027269194	0.0083880987258221	0.460692791095073
Pacs1	-0.416404740756583	7.10835160164653	-4.48359459145071	0.000276113259377081	0.00861441075308026	0.427430627342123
Olfr257	-0.270593366890824	5.03208155202885	-4.48166271811031	0.000277303864597336	0.00861795796675798	0.423276505488927
Snrk	-0.211855432240291	10.3068100328173	-4.47997659947953	0.000278347258584041	0.00863361991015035	0.419650693809538
Nup210	-0.455930734261697	9.14089329847241	-4.47562450483157	0.000281058798739392	0.00870086281203862	0.41029140455642
Tmc6	-0.511819253895303	7.87925161605001	-4.46880019387982	0.000285364567835125	0.0087831921311561	0.395613854097259
Grk3	-0.409920933016298	7.96837875448125	-4.46542834525763	0.000287516600075273	0.00883244373167896	0.388361013423829
Hcfc1	-0.259270953543326	11.6320514024153	-4.45792521004551	0.000292364484699944	0.00894702404899159	0.372220012892379
Bmx	-0.621281917393245	7.51343120948623	-4.45440555977207	0.000294666998534821	0.00896605572537987	0.364647589817902
Tspan32	-0.397766206218622	5.8807752631144	-4.45480202972148	0.000294406718299223	0.00896605572537987	0.365500609439615
Hopx	-0.3451315994809	8.95110266654795	-4.44693331163073	0.000299616260816477	0.00904784576295795	0.348569537197695
Fam234a	-0.395981827443181	7.90412294071898	-4.44189859580333	0.000302998357093824	0.00906666668525825	0.3377350181017
Mmgt1	-0.351611794623518	7.27092064292435	-4.44071356261384	0.000303800007886353	0.00906666668525825	0.335184719731752
Gstm6	-0.397652696232872	5.21472586265558	-4.4292651334235	0.000311655975108021	0.00917950204158656	0.310543740209843
Il17ra	-0.334103934270556	8.90151599079577	-4.42593647618358	0.000313978439331582	0.00917950204158656	0.303378337486704
Iqgap2	-0.335799222864168	11.0658230317794	-4.4265618901236	0.00031354074540507	0.00917950204158656	0.30472466220626
Klri2	-0.329356580833356	5.14074247961508	-4.42898252084385	0.000311852482346627	0.00917950204158656	0.309935393880052
Nadk	-0.26638709908609	11.1884187234247	-4.42547795519902	0.000314299726259883	0.00917950204158656	0.302391272451143
Nat8l	-0.542259337027443	6.08287757047162	-4.42838480220646	0.00031226850315079	0.00917950204158656	0.30864874598814
Scgb1a1	-0.466289697826696	9.68612989520754	-4.42719345475099	0.000313099373061119	0.00917950204158656	0.306084211875845
Il16	-0.244758874675413	9.98095996059781	-4.42249532630683	0.000316397792987326	0.00920717577593119	0.295970321719197
Rtn1	-0.39653522335702	6.52092905616955	-4.42314506980493	0.000315939541517178	0.00920717577593119	0.297369107571902
Cyp27a1	-0.326289550731448	9.29122739656501	-4.42030531557204	0.000317947321164131	0.00921874433918824	0.291255485160995
Ift140	-0.255532148304076	8.24677025267035	-4.41783191202337	0.000319706591167462	0.00925299094328251	0.285930314510507
Vnn3	-0.452621740586434	7.25036456726891	-4.41644541905531	0.00032069707051915	0.00926490363476354	0.282945130148908
Frat1	-0.507916726317027	6.4244411228011	-4.40746765295598	0.000327186103423176	0.0094183697577121	0.263613815975863
Tial1	-0.225946679257292	8.98769177769165	-4.4081059996151	0.000326720360937088	0.0094183697577121	0.264988431500646
Clec10a	-0.23987956750424	9.80691540363181	-4.40442518700737	0.000329415148533723	0.00946551068632358	0.257061962975222
Etfbkmt	-0.51050820886278	5.7510284686659	-4.39607933111732	0.00033560882191046	0.00951537183717534	0.239087688619409
Rgs18	-0.687000431242973	6.99974862252873	-4.39635847229931	0.000335399773626893	0.00951537183717534	0.239688909221808
Top2b	-0.238577318547464	11.4192972474706	-4.39671157318695	0.000335135525582491	0.00951537183717534	0.240449421903562
Rpa2	-0.265176151036174	8.22583065038386	-4.38692167369631	0.000342540490959258	0.00965204323556852	0.219362182048428
Hdac10	-0.515223273414587	5.38826210713279	-4.38603134481501	0.000343222073989239	0.00965425183514545	0.217444264828176
Ubqln2	-0.271164089279744	8.52355504306685	-4.38437699163745	0.000344492189996898	0.00967297807175502	0.213880438474646
Mblac2	-0.311782945849862	5.16468237531084	-4.3770961214687	0.00035013870699368	0.00979715035915008	0.198194787959499
Gphn	-0.421402996082226	6.04338331791809	-4.37321070758063	0.00035319012623316	0.00983097038323778	0.189823454284366
