gene_symbol	vagus_log2FC	vagus_FDR	Tac1_avg_log2FC	Tac1_p_adj_BH	Tac1_pct	Other_pct
Lck	0.707821963462332	0.029224265779372	0.808726547700753	0.00507552287833037	0.146	0.082
