gene_symbol	avg_log2FC	p_val	p_val_adj	pct_Tac1	pct_OtherNeu	p_val_adj_BH
Dnaaf9	-0.259407771885912	0.549884177162056	1	0.844	0.766	0.718344845254289
Xpa	-0.259412593281567	0.723211643902274	1	0.514	0.47	0.845780042989326
Polg2	-0.259452133172045	0.991625793227119	1	0.193	0.184	0.996416255996333
Vps33b	-0.25954145030309	0.307743978026684	1	0.335	0.277	0.475066191570814
Zfp598	-0.259592991372772	0.657806118316278	1	0.42	0.363	0.803116910571049
Pxmp4	-0.25962373041963	0.905045001746331	1	0.222	0.212	0.950165190866058
Smc3	-0.259657476961459	0.018876981166809	1	0.849	0.787	0.0439523740600328
Cblb	-0.259662541674744	0.560243489111412	1	0.217	0.19	0.728099839464042
Syt14	-0.259714101518423	0.409507137698048	1	0.302	0.259	0.591119358051908
Cbx7	-0.259817596016438	0.359858011269039	1	0.184	0.151	0.536837361073485
Gpsm2	-0.259923047979234	0.219248925667027	1	0.132	0.162	0.361115877569221
Gm15446	-0.259925671248875	0.328206894774612	1	0.307	0.25	0.500243261675555
Rab22a	-0.260439953213855	0.701303345128423	1	0.604	0.5	0.831287113031466
Vps13d	-0.260484187547914	0.120175861467219	1	0.42	0.333	0.218902486609179
Gps2	-0.260533639465046	0.555656060548885	1	0.486	0.412	0.723645102110176
Inpp5k	-0.260541259259765	0.909764111389879	1	0.382	0.355	0.952733070858545
Sgcb	-0.260676032274659	0.715446258327159	1	0.632	0.559	0.840976656720407
Zfp768	-0.260751925432712	0.34423161587729	1	0.321	0.332	0.518841855815046
Nrf1	-0.260793715226654	0.432743071664108	1	0.344	0.293	0.614107127039904
Sri	-0.260868639054398	0.0771800935547496	1	0.849	0.778	0.149103338632086
Med17	-0.260904287915781	0.415568783737127	1	0.363	0.3	0.596910374009789
Smoc2	-0.260909822504434	0.135510110190687	1	0.104	0.073	0.24218828204293
H2aj	-0.261045639639803	0.534501986629881	1	0.821	0.742	0.706228694307656
Mib1	-0.261077660662423	0.864042530883788	1	0.547	0.474	0.927306578599604
Zcchc8	-0.261081611237677	0.913992575214413	1	0.344	0.319	0.954874359323363
Smg6	-0.261328529444516	0.836861979681745	1	0.34	0.312	0.913624875593568
Capn15	-0.261373667222362	0.135066600045479	1	0.321	0.25	0.241679733807453
Parp1	-0.261564970939935	0.786033138350823	1	0.481	0.46	0.8867233337594
Kcnn3	-0.261659346751756	0.160915055351093	1	0.193	0.149	0.280142272528327
Bcat2	-0.261662721047851	0.524895495484284	1	0.189	0.162	0.697518565340844
Pitpnc1	-0.261673410828368	0.949883835041691	1	0.642	0.593	0.973626933561023
Tiam1	-0.261830569310528	0.834333816790842	1	0.193	0.187	0.91291836466493
Larp4	-0.262058355452823	0.850034493407807	1	0.66	0.604	0.918592446117096
Nup37	-0.262228972615686	0.952002498686875	1	0.245	0.229	0.974308086753578
Hnrnpl	-0.262232487419072	0.0732915890685826	1	0.925	0.847	0.142918598683736
Lin28b	-0.262303412634187	0.157654778092244	1	0.297	0.239	0.275124279147791
Gcat	-0.262538843182549	0.976307093622546	1	0.241	0.219	0.988069829690287
Stt3a	-0.262542956014394	0.383501874115929	1	0.618	0.56	0.563829076451827
Tacc2	-0.262562470886454	0.849486964524206	1	0.764	0.624	0.918564881976147
Caap1	-0.262655199642503	0.890741480120536	1	0.491	0.448	0.943671788786442
Bmpr2	-0.262687347397173	0.589799461214249	1	0.642	0.597	0.751680508181561
Akap10	-0.262777405752763	0.21226344504869	1	0.17	0.133	0.352266993910592
Tmem107	-0.262841535979549	0.0162952858586021	1	0.448	0.334	0.0385578594964106
Atg14	-0.263040822510455	0.933990708785497	1	0.212	0.2	0.963550169101335
Rnf165	-0.263049686686579	0.663691532406923	1	0.665	0.551	0.806324838055745
Mast4	-0.263265505301946	0.410583842690037	1	0.575	0.482	0.592477774981857
Raver1	-0.26339456121849	0.424285062908451	1	0.354	0.301	0.605052939857694
Tomm34	-0.26356345223105	0.839989494085801	1	0.575	0.509	0.914981074854558
Zmpste24	-0.263613169453527	0.520813105475248	1	0.396	0.329	0.695385911986884
Cep250	-0.263642123323246	0.0639611549651516	1	0.302	0.223	0.127223280914291
Gspt1	-0.263657453957848	0.603890485703387	1	0.736	0.653	0.762852855779584
Tnr	-0.263838011791372	0.75258349134247	1	0.425	0.412	0.867332732364217
Far1	-0.263842734957297	0.704780310496734	1	0.783	0.661	0.83396264920947
Arv1	-0.26413394370571	0.859730876314713	1	0.212	0.199	0.924548257570447
Casp2	-0.26416231102109	0.565356085582581	1	0.146	0.157	0.732412714310112
Lhfpl3	-0.264179725403316	0.007830993303261	1	0.778	0.6	0.0202161812935248
Zfp512	-0.264195156978569	0.215947050195807	1	0.745	0.692	0.357158922853193
Plod1	-0.264509560324246	0.957384462175969	1	0.137	0.133	0.977497212026218
Tnfsf9	-0.264639971922939	0.0675374328058949	1	0.137	0.093	0.133365057186324
Nras	-0.264674296342521	0.646835676707769	1	0.689	0.581	0.79498543496329
Kcna2	-0.264801820080437	0.495053803607331	1	0.363	0.304	0.673433514218879
Larp7	-0.264913512023255	0.703742373764061	1	0.377	0.357	0.833951895985192
Ptpn1	-0.264990718059854	0.700405179724273	1	0.623	0.535	0.830898920433358
Yipf1	-0.26499926143093	0.409107472036939	1	0.745	0.676	0.590933015164467
Armt1	-0.265122979305709	0.757911311732233	1	0.151	0.138	0.871129457626885
Slc2a8	-0.26520271796975	0.873327324358354	1	0.34	0.309	0.932590343600232
Zbtb16	-0.265302022445935	0.48694875100678	1	0.113	0.095	0.665878695761373
1600020E01Rik	-0.26533409897774	0.363747918790202	1	0.472	0.39	0.541161753840464
Itm2c	-0.265416182601088	0.343347516566415	1	0.953	0.879	0.517687936611011
Synm	-0.265490932092798	0.829418999331065	1	0.113	0.106	0.911421934359269
Plscr3	-0.265651458309577	0.833874611955267	1	0.307	0.3	0.91291836466493
Serf2	-0.265772909436504	0.000101060878282002	1	0.991	0.947	0.00044684135756742
Hat1	-0.265895925934304	0.41163346035234	1	0.59	0.536	0.593314883752052
Orc3	-0.265951420735151	0.357995291006685	1	0.429	0.351	0.53460630123665
Alg6	-0.266454346001323	0.775851173515667	1	0.528	0.462	0.881583250239602
Gm42659	-0.266537379947224	0.74291466952549	1	0.104	0.11	0.861293714292366
Adk	-0.266642830497823	0.978782665150728	1	0.59	0.518	0.98915734938687
Parvb	-0.266709385822259	0.555286642301102	1	0.217	0.189	0.723379675983064
Dnajc18	-0.26709483875914	0.939880567828882	1	0.505	0.446	0.966886085792877
Gclm	-0.267095249540336	0.204649328479235	1	0.731	0.669	0.341805319207285
Aars2	-0.267212500251771	0.266572995479771	1	0.236	0.189	0.423568877502961
Rab8b	-0.267324905811805	0.672158729979265	1	0.297	0.265	0.812751811427485
Tmbim4	-0.267425146613437	0.210637520728066	1	0.844	0.761	0.349967550604865
Emc1	-0.267715779996134	0.818522169768444	1	0.712	0.601	0.907059030978764
Ncstn	-0.26793946974677	0.792358435429457	1	0.453	0.41	0.889951567486723
Pnpt1	-0.267977697858446	0.165468497800628	1	0.363	0.282	0.286698293690258
Kdm3b	-0.268266647557645	0.72701894797667	1	0.297	0.266	0.84886895609786
Gm56517	-0.26839337081057	0.807947905284144	1	0.184	0.169	0.900284808745189
Tm9sf1	-0.268574553841884	0.442222194941451	1	0.637	0.513	0.624111970114461
Rbm5	-0.268732993997274	0.0631556301466258	1	0.925	0.883	0.125965202045873
Tmcc1	-0.268912837418693	0.977908117050348	1	0.745	0.655	0.988950685499459
Mbd2	-0.269473978317526	0.830329778700267	1	0.566	0.485	0.911963910827953
Pola2	-0.269579758542757	0.706638312288716	1	0.208	0.213	0.835570153783734
Ero1a	-0.269910317254871	0.868456600876955	1	0.41	0.385	0.929948010492209
Rab43	-0.269932390326318	0.877739823816237	1	0.156	0.146	0.935008773037258
Dab1	-0.269938813933903	0.432444606895314	1	0.472	0.45	0.614107127039904
Rc3h1	-0.270009536114961	0.682653619862725	1	0.406	0.357	0.81856571733809
Aatf	-0.27010948391555	0.899367821735318	1	0.434	0.393	0.948669076392144
Rbm33	-0.270185840506415	0.29097059769385	1	0.542	0.458	0.455051761806922
Galnt1	-0.270442156573029	0.650548090025649	1	0.642	0.54	0.797461988884499
Ctsb	-0.270808827451368	0.0617928374569077	1	0.967	0.923	0.123529113964198
Tmem87a	-0.270974078158413	0.869184783085469	1	0.184	0.171	0.930158745191311
Ralgps2	-0.270987616995115	0.83799353354818	1	0.623	0.546	0.914163680434116
Dgcr8	-0.271089332043491	0.576104071439707	1	0.363	0.314	0.73968917814481
Tia1	-0.271176092932848	0.254330718849309	1	0.986	0.927	0.408275112066806
Naa40	-0.271304847054696	0.455223645656151	1	0.434	0.369	0.636497082018588
Dnaaf2	-0.271340134903816	0.406117768430091	1	0.231	0.19	0.588951664177503
Sptssa	-0.271374253670298	0.0240365834554806	1	0.92	0.869	0.0543435799863039
Adprs	-0.271410905017554	0.443622931971926	1	0.594	0.529	0.62568452271662
Myo16	-0.271451846626215	0.583039436992146	1	0.165	0.146	0.746298680053565
Morc3	-0.271543120712319	0.758756717896528	1	0.472	0.413	0.871482867150153
Amotl2	-0.271579794520729	0.541573140163307	1	0.373	0.327	0.711028396823963
Tmem35b	-0.271652634214939	0.724850065215789	1	0.142	0.127	0.84678927115875
Abi1	-0.271742755444295	0.772373164881143	1	0.552	0.502	0.879032304377497
Rab2b	-0.271848589426389	0.530757062073087	1	0.585	0.546	0.701678827825437
Atp2c1	-0.27188604174771	0.575639886016904	1	0.821	0.737	0.739310503417182
Snw1	-0.272088240031944	0.221941723897543	1	0.792	0.721	0.364863172745377
Hibadh	-0.272159272738824	0.175330845310144	1	0.755	0.686	0.300905617327899
Tra2a	-0.272245434769335	0.0150822024926358	1	0.953	0.932	0.0361575524082508
Snx12	-0.272408434419344	0.83086611915765	1	0.415	0.379	0.912265052567631
Zfp868	-0.272470712682631	0.414897988670304	1	0.292	0.246	0.596394010848899
Pnn	-0.272692128701835	0.0532189294330264	1	0.958	0.901	0.108626300824046
H3f3b	-0.272752604876115	9.81433857569699e-08	0.00224846496769218	1	0.992	1.11638101298553e-06
1110059G10Rik	-0.2730502171424	0.599911925919772	1	0.528	0.481	0.760360460813735
Tbkbp1	-0.273156379063998	0.0531711044606111	1	0.321	0.235	0.108626300824046
Ldb1	-0.273291506857669	0.768402765926298	1	0.458	0.414	0.87725647714743
Ccdc134	-0.273569057060683	0.647865224546833	1	0.189	0.169	0.795355621366095
Rbm28	-0.273732508553223	0.980898589428112	1	0.547	0.481	0.989964195615063
Klf16	-0.273763795887921	0.963698156320008	1	0.189	0.182	0.981677599534934
Rptor	-0.273773391692544	0.283375007705482	1	0.396	0.318	0.4454055536731
Sqle	-0.273823499039186	0.261863563087109	1	0.825	0.774	0.418106696967453
Sin3a	-0.273881048753218	0.624006399834156	1	0.241	0.211	0.777712998084861
Ints14	-0.273886630255577	0.999652529659352	1	0.373	0.343	1
Tdp2	-0.273921168928128	0.581574822722081	1	0.495	0.458	0.745180060325623
Csad	-0.274080575456769	0.162070981184665	1	0.514	0.412	0.281557024875936
Taldo1	-0.274222917013242	0.32082827544262	1	0.958	0.879	0.491711546362584
Acyp1	-0.274255838991695	0.380199786880943	1	0.439	0.456	0.559916611293311
Tbc1d30	-0.274373723111727	0.714648043398533	1	0.269	0.242	0.840524253709749
Clk1	-0.274778907381139	0.0250622037124192	1	0.821	0.811	0.0565161103850526
Socs4	-0.27488128846683	0.422428449713003	1	0.193	0.207	0.603785166343716
Wnk1	-0.275894598081353	0.307792427231091	1	0.764	0.719	0.475066191570814
Selenos	-0.275989990520627	0.0510035738728437	1	0.873	0.831	0.104691546370574
Gtf3c2	-0.27609512704998	0.948329736506141	1	0.552	0.494	0.97311944738606
Mon2	-0.27612519786195	0.642312173608456	1	0.481	0.46	0.791653378758955
Xpo6	-0.276201961200872	0.900661500997226	1	0.585	0.537	0.948923682833423
N4bp2	-0.276296631650107	0.776576026322926	1	0.632	0.566	0.881583250239602
Lars	-0.276367079061598	0.390461572043285	1	0.594	0.562	0.570222717046162
Slc43a2	-0.276835494545954	0.563835430876683	1	0.491	0.405	0.731462180596778
B3galt1	-0.276899600853625	0.6933159809114	1	0.392	0.384	0.826980940639267
Aifm1	-0.277136958353029	0.825297275408977	1	0.406	0.359	0.909134999696211
Tchp	-0.277151620236883	0.579562930081177	1	0.208	0.183	0.743256276745326
Srgap3	-0.277212733108116	0.507715365379374	1	0.679	0.623	0.684053274514839
Rpap1	-0.277546563084359	0.529453220011391	1	0.222	0.191	0.701015963931421
Pigt	-0.277575135497209	0.0990211116028464	1	0.948	0.858	0.185553073994523
Gm6297	-0.277684314837357	0.473823653202552	1	0.137	0.115	0.653508593997078
Fmn2	-0.277786386054484	0.989730553645483	1	0.552	0.498	0.995372982080688
Smg1	-0.278080651643103	0.196807419277511	1	0.59	0.486	0.331401236470381
Mllt3	-0.278105438628898	0.599182852486426	1	0.467	0.403	0.760159947621466
Arf6	-0.27815687831459	0.630528181108539	1	0.462	0.436	0.781497124096804
Niban2	-0.27823158886695	0.873449426664045	1	0.127	0.119	0.932590343600232
Rhobtb2	-0.278325981913326	0.798209067123575	1	0.344	0.305	0.894902567175037
Dffa	-0.278801378628962	0.444823352980964	1	0.217	0.182	0.626366346170486
Rln1	-0.278880727248964	0.180272918568431	1	0.156	0.116	0.306991075363316
Zfp362	-0.278958240512854	0.950222439965806	1	0.33	0.307	0.973626933561023
Yipf6	-0.279083677233678	0.964733759515149	1	0.401	0.364	0.982503395094934
Thg1l	-0.279133873024668	0.630446887622762	1	0.118	0.126	0.781497124096804
Gigyf1	-0.279134463480615	0.498993732262556	1	0.764	0.632	0.677076195692008
St3gal2	-0.279173258018248	0.598463582325576	1	0.396	0.339	0.759688732228456
Ank	-0.279253876935487	0.472933262420604	1	0.505	0.431	0.653130155297626
Gm10125	-0.279273972982705	0.241114245684462	1	0.226	0.183	0.390938019728928
Vxn	-0.279345670853566	0.547364958427773	1	0.382	0.329	0.717554063149013
Zdhhc13	-0.279405359715096	0.861354807606312	1	0.307	0.275	0.925331480478203
Hlf	-0.279605480049566	0.757339117582245	1	0.175	0.159	0.870999806634872
Smim15	-0.279726616397182	0.656138047866835	1	0.594	0.526	0.801905705954767
Crlf3	-0.279844722661165	0.859779080185704	1	0.344	0.309	0.924548257570447
1810030O07Rik	-0.279890932045935	0.575087882536768	1	0.288	0.248	0.739310503417182
Hace1	-0.279925511242108	0.368215595362432	1	0.392	0.331	0.546033316379563
Trpm7	-0.279974019709575	0.835544511011526	1	0.462	0.432	0.913327933958545
Ints6l	-0.280044050260848	0.992286042955923	1	0.401	0.38	0.996621162481369
Rfc1	-0.280207040093388	0.613855652033541	1	0.458	0.43	0.770894280695801
Gdpd5	-0.280220399429334	0.53906901134127	1	0.17	0.178	0.709660470626482
Tars	-0.280299162386975	0.83523452750561	1	0.396	0.368	0.913327933958545
Alg13	-0.280344315779601	0.807232661788901	1	0.212	0.191	0.900284808745189
Gm47283	-0.280393151572614	0.0362997888293688	1	0.981	0.968	0.0782613413655889
Tceal8	-0.280474982625603	0.0703569480719002	1	0.849	0.803	0.137996923744077
Ldhb	-0.280530627745283	0.1293005603486	1	0.953	0.915	0.233189449877245
Pknox2	-0.280572914318733	0.842263408875997	1	0.208	0.203	0.915558126862191
Galc	-0.280926986141556	0.64739936333198	1	0.269	0.239	0.795201534016536
Carf	-0.281107995352477	0.712094141470627	1	0.325	0.29	0.839471162628365
Prpsap2	-0.281430591837751	0.65969252483575	1	0.5	0.481	0.804449176014113
Rbms1	-0.281712784332978	0.818939258591983	1	0.741	0.646	0.907206501555052
Zfp513	-0.28171587054797	0.480123664594914	1	0.358	0.302	0.66038373408746
Map4k2	-0.281897517538246	0.6475576594544	1	0.41	0.356	0.795201534016536
Map2k3	-0.281931583982553	0.387059465943887	1	0.255	0.213	0.567098408425046
Pgm2	-0.281987404660436	0.738687768640349	1	0.259	0.233	0.858363440654707
Cdkn1a	-0.282229071378692	0.905789344039896	1	0.571	0.508	0.950165190866058
Kbtbd3	-0.282257207579121	0.78908477390974	1	0.127	0.131	0.888330487741687
Zfp800	-0.282260508242223	0.852805620306928	1	0.321	0.289	0.920221084362811
4833420G17Rik	-0.282352038486218	0.431497490137995	1	0.708	0.648	0.613335840196147
Scrn3	-0.282376382138757	0.513363188536071	1	0.104	0.116	0.688477251312729
Fam122b	-0.282551312959959	0.672269298234318	1	0.118	0.105	0.812751811427485
Rfc3	-0.282717292718862	0.929383680743406	1	0.552	0.485	0.961591432794248
Mid1	-0.282815099741231	0.0216779784122644	1	0.193	0.129	0.0497057268791449
Elavl1	-0.282819554515709	0.132143265469618	1	0.83	0.775	0.237367596685839
Zfp267	-0.282903122906282	0.765484083158611	1	0.335	0.297	0.875296983046286
Aqr	-0.282998020760073	0.845076305975585	1	0.429	0.385	0.916181013775467
Tgs1	-0.28313708155935	0.382851160655573	1	0.632	0.577	0.56306190900456
Agrn	-0.283143991802427	0.63415661592216	1	0.745	0.638	0.784701444291217
Trim41	-0.283150571214246	0.91741743140017	1	0.274	0.255	0.956683453130015
Gtf2h3	-0.283157730897849	0.251040081306685	1	0.325	0.261	0.404032083694769
Wdr20	-0.28317049098505	0.58197521774682	1	0.406	0.389	0.745474413817628
Ctbp2	-0.283230675427873	0.967535215112203	1	0.486	0.438	0.984438346054066
Pnrc2	-0.283332844312855	0.642977376541154	1	0.566	0.521	0.792249698372851
Ugdh	-0.283358955912611	0.708694427659169	1	0.491	0.467	0.837065073479672
Erich1	-0.283419903194325	0.921832591015504	1	0.198	0.19	0.958692222776907
Zfp553	-0.28377978450577	0.802804178000937	1	0.363	0.34	0.897193889990925
Ddx51	-0.283837763728718	0.801307320879739	1	0.151	0.15	0.896544666394134
Tnrc6a	-0.283918306012585	0.342208574524154	1	0.731	0.718	0.51664224888416
Asf1a	-0.283926208473018	0.5090731471898	1	0.642	0.558	0.68524853834362
Tmem33	-0.284021055471239	0.273728180674324	1	0.774	0.702	0.43304769764051
Tspoap1	-0.284055109980986	0.432291391486068	1	0.547	0.472	0.614107127039904
Wdr41	-0.284061187524718	0.937269572202865	1	0.368	0.331	0.965564502684461
Atp11b	-0.284091092661098	0.897180384175982	1	0.689	0.651	0.947505782901521
Gdf11	-0.284436989641799	0.542832058911223	1	0.245	0.21	0.712253058973933
Med20	-0.284716872538569	0.876958135524118	1	0.377	0.35	0.934737222052061
Pxn	-0.284733931502823	0.541251915665431	1	0.16	0.138	0.711028396823963
Brd1	-0.284868920830469	0.522867948334775	1	0.618	0.559	0.696516602754614
Abcc5	-0.284885642464931	0.262700160040103	1	0.84	0.775	0.418939138026714
Cd1d1	-0.28498691150041	0.712634352069983	1	0.217	0.198	0.839705111907658
Plekho1	-0.285413118792748	0.753847381874768	1	0.42	0.403	0.868355844944353
Btf3l4	-0.285496792548661	0.730303955501383	1	0.66	0.555	0.85202128141828
Sox3	-0.285649119949553	0.356665209307712	1	0.165	0.191	0.532984479731813
Mycl	-0.285670393472514	0.282344586468941	1	0.585	0.498	0.44426554527966
Htatip2	-0.285682286137433	0.349913923578811	1	0.156	0.125	0.524870885368217
Rock2	-0.286064033442105	0.742031658730072	1	0.665	0.624	0.860874976184052
Mical3	-0.286182777727578	0.824407362936514	1	0.651	0.575	0.909134999696211
Dcc	-0.286183463030591	0.627420852370153	1	0.321	0.332	0.780357736975925
Nfrkb	-0.286217926790795	0.966545961287034	1	0.453	0.401	0.983660941030234
Emsy	-0.286384332864267	0.956108669810398	1	0.575	0.489	0.976679763735224
Slc38a9	-0.286527031835094	0.465851165904575	1	0.425	0.358	0.646596089186903
Slc41a3	-0.286604510947772	0.443268984572539	1	0.297	0.246	0.625387249551954
Sema4b	-0.286628792765611	0.257757766058542	1	0.33	0.276	0.412563547872376
Scrib	-0.28663884844868	0.588771158546762	1	0.358	0.319	0.751095917211524
Pycard	-0.286718117119287	0.167731465040674	1	0.123	0.091	0.289470975621361
Map2	-0.286733639068426	0.0212744802123515	1	0.972	0.961	0.0488729900735703
Proser1	-0.286784381649881	0.774354034206208	1	0.368	0.325	0.880648444474345
Fam53a	-0.286828223930495	0.849798692322713	1	0.335	0.299	0.918564881976147
Sltm	-0.286879707139731	0.0917574467774313	1	0.807	0.776	0.173580133184851
Pex11g	-0.286947040631687	0.755876013164198	1	0.099	0.104	0.870233638772065
Gtf2b	-0.287063823951227	0.0766954962808117	1	0.75	0.684	0.148298330125979
Pcnt	-0.287369961070024	0.916317695423337	1	0.108	0.109	0.956386067768014
Jmjd8	-0.287491057997529	0.932290713350844	1	0.387	0.356	0.962250906407488
Cr1l	-0.287517807927332	0.978837530523267	1	0.373	0.335	0.98915734938687
Abcg4	-0.288019287105656	0.302541111372716	1	0.33	0.269	0.46995006204695
Trim67	-0.2880945894867	0.896779980558745	1	0.307	0.288	0.947311960116227
Brpf1	-0.28809743874869	0.670970083173616	1	0.146	0.154	0.811920161681466
Twsg1	-0.288108325089501	0.750536919914002	1	0.231	0.238	0.86596973227984
Nom1	-0.288151767896408	0.471449308216268	1	0.382	0.326	0.651880524941013
Dck	-0.288325117890126	0.720317417254047	1	0.321	0.281	0.844652084773934
Inpp5e	-0.288404092631389	0.82588087884491	1	0.212	0.197	0.909134999696211
Dido1	-0.288450767862561	0.419105388988929	1	0.5	0.42	0.600607722803032
Tspan14	-0.28863457032172	0.798405518379377	1	0.222	0.2	0.894902567175037
Phc3	-0.289014500520682	0.469294674625719	1	0.5	0.431	0.650136104904897
Fam183b	-0.289162593622605	0.104290272732477	1	0.297	0.235	0.193929293867799
Alg10b	-0.28933052505522	0.393160508730627	1	0.373	0.373	0.573588878468731
Irak1	-0.289331719462141	0.947152305387013	1	0.618	0.543	0.972515877608108
Pygo1	-0.289342670479706	0.748577627502253	1	0.42	0.407	0.864762744152776
Epc1	-0.289418148175955	0.609722701816639	1	0.637	0.535	0.767733860344503
Inip	-0.289526480440889	0.884136233261137	1	0.25	0.238	0.940552135139953
Itgb1	-0.289679734043997	0.17876419785697	1	0.604	0.569	0.304778304543031
Tmem41b	-0.289760791491787	0.42183537850528	1	0.66	0.599	0.603600441933235
Bak1	-0.289835884222856	0.473484152100518	1	0.415	0.408	0.653453009913131
Fam76b	-0.28988906083277	0.825713493604686	1	0.311	0.285	0.909134999696211
C2cd3	-0.289967543683281	0.157187587273371	1	0.241	0.187	0.274418617589963
Rasa1	-0.29005022652151	0.794038548093602	1	0.575	0.538	0.891380205107389
Bptf	-0.290274865333859	0.0586149263860828	1	0.858	0.786	0.117986174402954
Mdga2	-0.290294090811034	0.764121226999234	1	0.792	0.727	0.874425339149242
Prkdc	-0.290306659917246	0.555004116703373	1	0.132	0.114	0.723227321527546
Exoc4	-0.290497398028209	0.656766210110849	1	0.571	0.517	0.802224498256205
Rps27rt	-0.290823892743364	0.901347152032022	1	0.255	0.237	0.948923682833423
Ghdc	-0.291172328864599	0.766448679422015	1	0.179	0.181	0.875483219590837
Odc1	-0.291395589094992	0.320055832747905	1	0.807	0.705	0.490699851682292
Slit2	-0.291417015300728	0.0230841658470455	1	0.434	0.325	0.0525164773020284
Cnot3	-0.291686580161265	0.898797176640467	1	0.514	0.448	0.948296151585884
Slc1a4	-0.291854860540665	0.034454210703112	1	0.608	0.454	0.0747620428967676
Mbd6	-0.291950516302878	0.810692016506858	1	0.392	0.37	0.901502731186852
Tprn	-0.291975281246744	0.365483988347992	1	0.151	0.123	0.542635642795387
Baalc	-0.292092138900069	0.955064254707889	1	0.538	0.481	0.976069411456261
Ehd3	-0.292233079483162	0.705940945052025	1	0.533	0.458	0.834971580825141
2610008E11Rik	-0.292257120260789	0.637445212805237	1	0.42	0.417	0.787432321700587
Ttll4	-0.292351591644441	0.508098187049481	1	0.118	0.1	0.684147004017304
4933421O10Rik	-0.292445192492939	0.786572957416271	1	0.212	0.198	0.886896554465122
Vti1a	-0.292469531947982	0.949176180761028	1	0.392	0.361	0.97323980224511
Atic	-0.292590513691214	0.805898198839571	1	0.542	0.485	0.89937744827063
Ascc2	-0.292742460280624	0.741413180953618	1	0.212	0.192	0.86038596556998
Glo1	-0.292794302047523	0.00223159588775883	1	0.906	0.853	0.0066257558147781
Mysm1	-0.292802716746116	0.780371236075348	1	0.519	0.487	0.883506850258804
Fbxl3	-0.29282907010966	0.575311603251524	1	0.505	0.42	0.739310503417182
Snhg15	-0.292829680594964	0.580051874962161	1	0.245	0.217	0.74366498087312
E530011L22Rik	-0.292872590459478	0.549543299122776	1	0.104	0.088	0.718344845254289
Ino80dos	-0.292933963623113	0.763413469579163	1	0.189	0.172	0.874050813430603
H1f0	-0.293008490413812	0.346820475801333	1	0.679	0.617	0.521378979271936
Med13	-0.293196309435154	0.739034820046395	1	0.453	0.433	0.858471407018562
Eif2ak3	-0.293310475445304	0.801681532804392	1	0.132	0.123	0.896684280368379
Stxbp5l	-0.293483331454073	0.298987140393434	1	0.59	0.466	0.465422604860485
Gadd45a	-0.29353329693106	0.654196588389702	1	0.165	0.174	0.800428766970929
Efhd2	-0.29405896746844	0.0287838341302871	1	0.481	0.369	0.0638860708745396
Gm15050	-0.294226167685642	0.303858904943709	1	0.189	0.214	0.47166158379322
Brd7	-0.294334795953201	0.0750081175878771	1	0.684	0.651	0.145745310330893
Safb	-0.294600014538823	0.142666249353748	1	0.816	0.744	0.253319584218362
Lrrn3	-0.294763264791653	0.56573982488754	1	0.491	0.464	0.732418502390804
Mob1b	-0.29491059823638	0.332692614623208	1	0.448	0.37	0.505637209698737
Gm45847	-0.295006707224995	0.526968597776486	1	0.151	0.13	0.698997520524655
Iftap	-0.295063767512696	0.818562803241468	1	0.642	0.586	0.907059030978764
Zzef1	-0.295260499955319	0.326421108260755	1	0.486	0.405	0.498011666392936
Zfyve27	-0.295281155275945	0.802735891083526	1	0.524	0.464	0.897193889990925
Gm41077	-0.295362454356871	0.9187378933658	1	0.123	0.122	0.95731085835444
Gins2	-0.29536620028116	0.995236588857475	1	0.132	0.127	0.998207444346601
Tmem108	-0.295612944115241	0.776190280519354	1	0.689	0.6	0.881583250239602
Mipep	-0.295908419434748	0.559410509326511	1	0.269	0.229	0.727450165149807
Wdr43	-0.296280806496311	0.628686940689857	1	0.476	0.413	0.781001899407724
Zfp106	-0.296287085627333	0.507923326861594	1	0.547	0.52	0.684122445800629
Mettl9	-0.296353038333417	0.00177035692431431	1	0.962	0.91	0.00542280437966683
Ormdl1	-0.29639350875389	0.814945882574466	1	0.448	0.407	0.904850944353144
Acaca	-0.296405299885412	0.68176364245981	1	0.679	0.574	0.817976443689636
Zfp507	-0.296423725396096	0.326200870715613	1	0.212	0.173	0.497883538079732
Cabcoco1	-0.296465706214669	0.570651115743909	1	0.123	0.104	0.735942849752244
Ptrh2	-0.296571406798499	0.799707161652825	1	0.5	0.441	0.895442420430541
Pwwp2a	-0.296730295515698	0.860419935295964	1	0.528	0.465	0.925009667086578
Zfp446	-0.296733734887874	0.825404401139855	1	0.189	0.182	0.909134999696211
Fam13c	-0.296887925406251	0.904008033196318	1	0.415	0.38	0.94966500456987
Tma16	-0.296921154888313	0.565914021421466	1	0.406	0.355	0.732418502390804
Xylt1	-0.29715270789586	0.120426509819375	1	0.425	0.328	0.21926760937517
Snx22	-0.297398909002699	0.704433376894145	1	0.132	0.139	0.83396264920947
Carhsp1	-0.297407179012736	0.341652247800967	1	0.533	0.521	0.516200974885722
Mfhas1	-0.297434081176538	0.650508463733938	1	0.373	0.355	0.797461988884499
Ints13	-0.297616660448001	0.527818884018952	1	0.264	0.227	0.699275973732115
Wdr45b	-0.297669535790246	0.212055205739854	1	0.689	0.641	0.352055164831502
Spsb2	-0.297772449404132	0.872608223054296	1	0.316	0.287	0.932147889044061
