gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
0610009L18Rik	-0.533651549833288	4.92735043757888	-4.37151304088548	0.000307405374128724	0.00750714566407692	-0.0900210732621831
0610030E20Rik	-0.100348246627005	8.1842180998108	-0.650550507847744	0.522886056841251	0.766253839860516	-6.80462594700029
0610040B10Rik	-0.349324488620964	6.51120710811674	-1.37536454187318	0.184527020972482	0.459736192485553	-6.08168564032202
1110002L01Rik	-0.279937681544384	5.92219298016255	-1.46699090937328	0.158232572271183	0.424064353516457	-5.95868219889402
1110004F10Rik	-0.158050318929012	10.8904787756677	-1.0665650742406	0.299123269586519	0.584059001716568	-6.44649110960294
1110006O24Rik	-0.439779047671831	5.31366625749229	-2.73277027557226	0.0129716843602567	0.0958945996239759	-3.72816353791649
1110020C17Rik	0.00134087782898606	4.81997522494267	0.0144942641563621	0.988582098010126	0.99609647243103	-7.02281772994182
1110032F04Rik	0.0344825674680782	4.59258110374473	0.442944014918707	0.662653577973985	0.847429666562644	-6.92114021416447
1110038B12Rik	0.433775786635345	7.42759862435723	2.02193664545321	0.0570397376558864	0.235470983023591	-5.08827187795334
1110038F14Rik	-0.0286771478102996	9.54719723512689	-0.167984069663441	0.868316095800585	0.94572297470489	-7.00822458154931
1110059E24Rik	-0.165732917243107	8.96619728321123	-1.05924731556269	0.302359965198088	0.58700524539003	-6.45415692291528
1110059G10Rik	-0.508310499972205	6.74008297186073	-1.55346279432805	0.136302400256641	0.392430278126919	-5.83680684202876
1110065P20Rik	0.166064881283665	5.48535251890164	0.904402029039788	0.376758830793901	0.653346012193954	-6.60516905423765
1300002E11Rik	-0.508663079907828	6.52807200201164	-2.24507828608663	0.0364663537547002	0.181820558206846	-4.68622303350483
1500009L16Rik	0.613092044648389	7.74532218605523	2.46451882083618	0.0230976529687626	0.138226869345399	-4.26720752957346
1500011B03Rik	1.10241690724916	7.96651353545891	5.52097869458971	2.25097815346954e-05	0.0010950427156924	2.51738423429917
1500015A07Rik	-0.172979720801032	8.7370765414947	-1.05592594677867	0.303837288249539	0.588092661631587	-6.45762075379414
1600002D24Rik	0.0341501393752646	4.73268299855219	0.38988428147447	0.700824184226368	0.865937169278171	-6.94397659703497
1600012H06Rik	0.0760451653564536	8.42753482687443	0.451181744416931	0.65680796168941	0.84374439576523	-6.91733882063868
1600012P17Rik	0.0146447683808764	4.62462445463581	0.197128103482941	0.845756001625605	0.935151972781886	-7.00268593942183
1600014C10Rik	1.19309259416927	9.54743995473932	6.25052525812566	4.58712346237653e-06	0.000317822125607517	4.11342428060622
1600025M17Rik	0.0491368268639658	4.76153000975418	0.505425828262308	0.618893150595474	0.822774721760991	-6.89059835213845
1700001F09Rik	-0.0936613824357728	4.76335454714594	-1.03694310941461	0.312379880424653	0.596259986427737	-6.47723135949485
1700001J03Rik	-0.103232038886044	5.11376651053025	-0.739126828047109	0.468585168413313	0.727208922763025	-6.74200495683263
1700001J11Rik	-0.0131965211552694	5.66818869325786	-0.0596694715960529	0.953022755456849	0.982026880597204	-7.02107100355235
1700001K23Rik	0.0857406876954045	5.09610098374935	0.493469388566629	0.627161829271088	0.82799237618722	-6.8967467783712
1700003F12Rik	0.0992783652702978	4.80712293590867	0.774374058605222	0.44794563872492	0.712236235624115	-6.71498545555497
1700003H04Rik	0.0942008645835359	4.73257951703058	0.852984144840026	0.403966085679614	0.676647070845607	-6.6504838061095
1700007E05Rik	-0.0355006288752056	5.81524934722561	-0.126660159430719	0.900499012345916	0.960448266866346	-7.01456591998445
1700008J07Rik	0.0336947761825823	4.78472173845675	0.320451873749188	0.752015224674399	0.89277536996871	-6.96952528128333
1700009N14Rik	-0.0772842870971446	4.64382934842648	-0.962564135309108	0.347485863189275	0.626494675840858	-6.55098097936925
1700010I14Rik	-0.0266710305466138	4.60079396198087	-0.411091006393642	0.685463258190448	0.859270310733844	-6.93519243461233
1700012B07Rik	-0.0922922963930695	4.62983957007529	-1.09236241312987	0.28791202922136	0.572441581448373	-6.41909322909639
1700012B09Rik	0.0440558146288212	4.72599502665761	0.501196502672074	0.621812150347975	0.824484081627611	-6.89278961831975
1700013G24Rik	0.0437530831506072	4.59623510932788	0.580509137312046	0.568182680679283	0.793263019693884	-6.84872275024545
1700016L21Rik	0.147687826616221	4.70381174521454	1.52405781230265	0.143458651438092	0.403879633468189	-5.87886805116692
1700017B05Rik	0.0744548648477734	4.53430731367411	1.17623339978637	0.253582900859396	0.537064222344136	-6.32604859738194
1700017G19Rik	-0.0436338791944164	4.60769153133196	-0.51584829106466	0.611727447770572	0.819099623656655	-6.88512181552879
1700017N19Rik	-0.0436075828558906	4.66980374216213	-0.506983358844747	0.617819799866342	0.822058050087654	-6.88978685715393
1700020L24Rik	0.0203224498366379	4.64601580386646	0.206469111257167	0.838552988843147	0.93210461512997	-7.00072434730658
1700022N22Rik	-0.0028558629308284	4.5768752175334	-0.0379907654936199	0.970079118668204	0.988924604731504	-7.02217475300163
1700024G13Rik	-0.0547163465202165	4.72863847723411	-0.589585710747586	0.562200138893452	0.788555981317644	-6.84328092962434
1700025G04Rik	-0.418837576847566	5.20405002596121	-2.59515995921839	0.0174801768667358	0.116087232677223	-4.00804653485955
1700028K03Rik	-0.339448677058122	5.17167167385164	-2.44159884955124	0.0242429346310564	0.142023487836771	-4.31196512081941
1700029E06Rik	-0.172255699369302	7.43427306398259	-0.672378088107286	0.509188262862866	0.756128980063107	-6.78990090981424
1700029F12Rik	0.315008443446825	5.62818269549765	1.49357124730614	0.151203201777594	0.413888702659551	-5.9218075203485
1700029H14Rik	0.0386670892412013	4.77913716059122	0.427098178332582	0.673960269324138	0.854212509559213	-6.92825932786398
1700029M20Rik	0.14428894908742	4.73510031543467	1.64742955530695	0.115399948705007	0.357387031544821	-5.69824965891429
1700030C10Rik	-0.146368133995098	6.42862809757719	-0.789636530878879	0.439183752454293	0.705844385801712	-6.702918507829
1700030J22Rik	-0.145051334944775	5.2530629350496	-0.974343429170759	0.341752119675861	0.620997124819727	-6.53963212003907
1700030K09Rik	-0.558184277527066	5.9710327588862	-2.59347734759733	0.0175435400191418	0.116245530513261	-4.01142651135153
1700030L20Rik	-0.106253870899166	11.4607131438286	-0.744961241724894	0.465129991050498	0.725151520237991	-6.73761448516194
1700034P13Rik	0.668495853344782	5.56902851342182	3.02533795264697	0.00678680488240071	0.0635430202692632	-3.11305979304597
1700037C18Rik	-0.0479432425876605	5.00902298207715	-0.294244441743206	0.771662957341093	0.900322467617988	-6.97788426181793
1700048O20Rik	0.0699410260689557	4.71783297625324	0.613953499107502	0.546302781197755	0.779199426992098	-6.82826889053417
1700049L16Rik	-0.000434237690661865	4.65956185253116	-0.00360138434358849	0.997162900248308	0.998640155476707	-7.0229205054362
1700052K11Rik	-0.0594614620908773	5.76777358411479	-0.275909810000255	0.785503836180965	0.90687596126192	-6.98331211237407
1700056E22Rik	-0.104836642960675	4.85427381314746	-1.03865093984881	0.311604410441359	0.595489980789725	-6.47548007137625
1700057H15Rik	0.107289095945641	4.72467942556688	1.21157964113057	0.240070499218753	0.524195591951178	-6.28504750753837
1700060J05Rik	0.0791007782652817	4.88113230565699	0.814561039780399	0.425105187205227	0.694092527165813	-6.68273824626038
