gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
0610009L18Rik	-0.0663317932147907	4.8131891337334	-0.403262170180906	0.691175225943035	0.859338110092308	-7.12773758862226
0610030E20Rik	-0.37730334964487	9.1938273022052	-2.37894748739531	0.0277943516155996	0.15167016624878	-4.61773976533912
0610040B10Rik	0.125562874626379	5.09270789952245	0.385555806233931	0.704030325653105	0.865903739497267	-7.13498421836156
1110002L01Rik	-0.767353213398839	5.11083057718538	-2.29767053763734	0.0328870237706015	0.168596033135322	-4.77251462203016
1110004F10Rik	-0.224989015336213	9.66251069364361	-1.58665084341836	0.128793830848862	0.379761470658812	-5.97500687302286
1110006O24Rik	0.0577433243544612	4.86415659841594	0.29554789237883	0.770722551992642	0.900067396578021	-7.16685312681449
1110020C17Rik	0.493472850660719	5.06746532772601	1.35254247243002	0.19179281040791	0.469436294628934	-6.29840091705665
1110032F04Rik	0.0361228892730305	4.58904532367696	0.294901180459543	0.771209166346664	0.900067396578021	-7.16705194599865
1110038B12Rik	0.124563862628855	6.78468388529129	0.362588116964319	0.720841647828684	0.8742191841705	-7.14390660483919
1110038F14Rik	0.769882956788076	7.65247126715684	3.10625077368495	0.00572170640226214	0.0534593759300674	-3.12286129697394
1110059E24Rik	0.327585449870051	8.24038022202503	1.65963549867715	0.113103355623307	0.35191384003563	-5.86601703944549
1110059G10Rik	-0.89374846055905	5.69202141001371	-2.06991844263977	0.0520719395656746	0.225490095440644	-5.18922664757188
1110065P20Rik	0.485921244271269	5.71015954986298	1.28709835318672	0.213239685173721	0.495628980715279	-6.38125036088727
1300002E11Rik	-0.167138865625603	4.69119904501784	-1.30539517526019	0.207063078392092	0.488292996856555	-6.35843305529311
1500009L16Rik	0.421882374061436	4.8699783794578	2.18385577730148	0.0414723761253498	0.196032303569469	-4.98403060012093
1500011B03Rik	0.636177436014037	10.1670483437441	4.09084714198415	0.000602498999770462	0.0107144405459181	-0.917913177610538
1500015A07Rik	-0.651034886797404	7.13673265941876	-1.88931942043346	0.0739243545312488	0.276956763640598	-5.49982113840201
1600002D24Rik	1.06687472333506	5.61455096731138	3.35756573245259	0.00324242558984137	0.0360996237113297	-2.57275940618177
1600012H06Rik	-0.193135314583374	8.51357641056148	-1.15341027448915	0.262786714667439	0.549216684284717	-6.53961196712811
1600012P17Rik	0.0641476548132085	4.66290731491382	0.517714279596587	0.610524432792205	0.814694309391299	-7.07321586313284
1600014C10Rik	1.18602116940798	11.6018176143497	9.96572139394046	4.63470478552042e-09	5.7060346224811e-07	10.9692746373993
1600025M17Rik	0.207840022375031	4.88886856650917	0.980035889458389	0.339160114932624	0.620940018244869	-6.72221152281909
1700001F09Rik	-0.216761700097061	4.80476869640173	-1.55028369646177	0.137270288013418	0.39358849151823	-6.02790981523485
1700001J03Rik	0.294904078382452	5.18917372956655	1.00464887312382	0.327461078093807	0.612348418521779	-6.69790570654926
1700001J11Rik	0.299333159196704	6.18789845716929	0.762346956880644	0.455043388813796	0.714436868546676	-6.9129628446149
1700001K23Rik	-0.725097580008852	5.43608383981787	-2.17589531512284	0.0421436105829784	0.19810454294177	-4.998585683826
1700003F12Rik	-0.364214788049804	4.94952763711299	-1.25647266020269	0.223897956709214	0.507336286098925	-6.41883447362349
1700003H04Rik	0.416871086487557	5.20674948181104	1.07567687628862	0.295297824799531	0.582633250941588	-6.62473934754134
1700007E05Rik	-0.296069981155104	5.42998282367972	-0.834091718648358	0.414405104288371	0.685251957240973	-6.85497992071847
1700008J07Rik	0.327774331037286	4.96787402710415	1.38458718728258	0.181933791390547	0.457119361256781	-6.25659515514593
1700009N14Rik	0.172988190567851	4.7145081260266	1.44092041426055	0.16558945363703	0.436831911234657	-6.18117035881526
1700010I14Rik	-0.320880079141377	5.18782426264512	-1.1781771265851	0.253008619326675	0.539631524407432	-6.51140135518769
1700012B07Rik	-0.117634691061967	4.6692177977939	-0.941343335756465	0.358130106199396	0.639455860939022	-6.7593154322882
1700012B09Rik	-0.254534754627017	4.76451909350681	-1.91350123476304	0.0705908834076881	0.270224130337251	-5.45933417013885
1700013G24Rik	0.0808219774621444	4.679967382156	0.455625732451394	0.653729242850714	0.839991693306493	-7.104438618343
1700016L21Rik	0.254597326590599	4.85358913592312	1.17758171981604	0.253240440014922	0.539631524407432	-6.51208564601875
1700017B05Rik	0.52333734220111	4.95352835213059	2.71074479253927	0.0137140508384413	0.0964382177808672	-3.95756410309613
1700017G19Rik	-0.519876207604278	5.48130591657945	-1.44006601835735	0.165828150927601	0.43695745070732	-6.18233247959474
1700017N19Rik	0.205274091144852	4.88551632231204	1.00337415798502	0.3280599564116	0.612673940148902	-6.69917785967056
1700020L24Rik	0.0840401956624812	5.33589527028116	0.188524581343206	0.852428022454961	0.940644684183098	-7.19386357554684
1700022N22Rik	-0.0315105314867288	4.62358075214936	-0.270828714715159	0.789389812330433	0.90904461364269	-7.17414530480383
1700024G13Rik	0.0167507684130994	4.65946810030856	0.150206303164643	0.882156074352909	0.95252109607376	-7.20064205944944
1700025G04Rik	0.0327812822900082	4.89496967477494	0.157984256487731	0.876105757798116	0.949615664482199	-7.19938985388866
1700028K03Rik	0.0278709975323554	4.75496556348658	0.186996779848895	0.853609312574474	0.941364090660405	-7.19416310094829
1700029E06Rik	1.91764442966134	9.55375380550474	9.10629961521744	1.98108064458651e-08	2.00678453902576e-06	9.50124197043493
1700029F12Rik	-0.256324948740538	6.27013856634986	-0.593995077885958	0.559394441928566	0.783660261460649	-7.02956561809307
1700029H14Rik	-0.245208434251589	5.63651810191291	-0.651008797897222	0.522695044442322	0.762253684400854	-6.99317377569891
1700029M20Rik	0.0269139856592671	5.09197561012662	0.10212060541838	0.919711483626252	0.967835756001406	-7.20698271525566
1700030C10Rik	-0.152436564794043	4.95340630605241	-0.778292356433627	0.445807215238695	0.706971122499201	-6.90049829723007
1700030J22Rik	0.0994750266596223	5.60968301724057	0.27946293706531	0.782853988239988	0.90551261702544	-7.17166994708438
1700030K09Rik	-0.536627751655744	5.14362019962122	-2.0018189198542	0.0595197548726693	0.245013805745132	-5.30853519193093
1700030L20Rik	0.0875776736486973	11.8009699348982	0.687779591519472	0.49975141753793	0.745365896719278	-6.9680119937758
1700034P13Rik	1.4697033062627	8.64278243899536	3.52788929838567	0.00219845111577608	0.0275538058794019	-2.19360882723469
