ENTREZID	SYMBOL	GENENAME	baseMean	log2FC_shrink	lfcSE	pvalue	FDR	log2FC_raw	pvalue_raw	sig_status
14727	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	9.58248245809352	0.776068895748729	0.179672774685745	1.2400404695133e-06	0.000608171288170162	3.53491622313075	1.2400404695133e-06	up
56791	Ube2l6	ubiquitin-conjugating enzyme E2L 6	678.530367974507	0.863776899624521	0.178893929498332	1.38493541371685e-06	0.000622112987841607	1.17267530660144	1.38493541371685e-06	up
634650	Gbp11	guanylate binding protein 11	72.9626167825523	0.87610497198325	0.194619160503219	1.93821393252264e-06	0.000846461095753359	2.60823946463321	1.93821393252264e-06	up
73149	Clec4a3	C-type lectin domain family 4, member a3	4.3948212916198	0.941258574683993	0.196250745233601	2.19579314154289e-06	0.00093303404787398	2.86735384066958	2.19579314154289e-06	up
16149	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	87.0422077813297	0.941140330987429	0.200015470554238	2.48303852294007e-06	0.000996721672725429	1.6111486829501	2.48303852294007e-06	up
74481	Batf2	basic leucine zipper transcription factor, ATF-like 2	16.7280277911327	0.911204476325913	0.199041397750045	2.51417895984148e-06	0.000996721672725429	2.39417971153379	2.51417895984148e-06	up
232413	Clec12a	C-type lectin domain family 12, member a	15.0573387286244	0.876761193295836	0.194649353732793	2.53586483329202e-06	0.000996721672725429	2.64259287815054	2.53586483329202e-06	up
16154	Il10ra	interleukin 10 receptor, alpha	21.8954267207427	0.880137924484805	0.187326827654659	2.89526235722178e-06	0.00111022718976197	1.27410762311025	2.89526235722178e-06	up
13082	Cyp26a1	cytochrome P450, family 26, subfamily a, polypeptide 1	23.9310461880139	0.903643608412554	0.20094849431335	3.89682355222411e-06	0.00145871094971589	2.19915600010536	3.89682355222411e-06	up
14969	H2-Eb1	histocompatibility 2, class II antigen E beta	239.675528804207	0.894255241404712	0.194282067024428	4.15395707241992e-06	0.00151880263006014	1.38684953654406	4.15395707241992e-06	up
101488	Slco2b1	solute carrier organic anion transporter family, member 2b1	76.3371838655423	0.821657204778352	0.179789869438551	4.93086544513711e-06	0.00176188787564649	1.12302060394966	4.93086544513711e-06	up
16414	Itgb2	integrin beta 2	16.7397733554657	0.85950083567791	0.195805309606768	5.36108042468748e-06	0.00187304236526526	2.48376922802127	5.36108042468748e-06	up
50778	Rgs1	regulator of G-protein signaling 1	9.07763766644462	0.762040877661845	0.182313761026136	5.85221954134893e-06	0.00200018686150191	3.14420527337546	5.85221954134893e-06	up
219131	Phf11a	PHD finger protein 11A	10.8468740432973	0.847119125036948	0.1960555459358	7.68889722145725e-06	0.00252615018722223	2.46289575992846	7.68889722145725e-06	up
211550	Tifa	TRAF-interacting protein with forkhead-associated domain	263.174849511003	0.816580435043666	0.182539267898611	7.71245445787221e-06	0.00252615018722223	1.13610891574268	7.71245445787221e-06	up
107350	AW112010	expressed sequence AW112010	34.8197575569698	0.895479698486782	0.203036912724385	9.04819921822029e-06	0.00273781285754095	1.7951296762177	9.04819921822029e-06	up
73656	Ms4a6c	membrane-spanning 4-domains, subfamily A, member 6C	18.3817196347364	0.831609513447222	0.194980861308175	9.05522634474809e-06	0.00273781285754095	2.4525995583561	9.05522634474809e-06	up
19186	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	752.374123902026	0.63525828552558	0.142984588907521	8.90929419294468e-06	0.00273781285754095	0.742901460070186	8.90929419294468e-06	up
20201	S100a8	S100 calcium binding protein A8 (calgranulin A)	17.5289142550383	0.586792485467807	0.161717485954065	9.01065908717112e-06	0.00273781285754095	3.77895879195761	9.01065908717112e-06	up
14469	Gbp2	guanylate binding protein 2	1043.87120184383	0.834657310005145	0.196113267519673	9.39427786812062e-06	0.00278673276684137	2.34650618598242	9.39427786812062e-06	up
20305	Ccl6	C-C motif chemokine ligand 6	6.76652948150406	0.908408127241914	0.202484215795377	1.00186358207289e-05	0.00291690726617593	2.02491714430784	1.00186358207289e-05	up
15040	H2-T23	histocompatibility 2, T region locus 23	871.92440733675	0.880718539072302	0.202925608338519	1.14442260072802e-05	0.00327138402339017	1.84590437765873	1.14442260072802e-05	up
66857	Plbd1	phospholipase B domain containing 1	9.12113452249085	0.815911858730714	0.19353295753633	1.16664210927939e-05	0.00327534772180188	2.54735061660692	1.16664210927939e-05	up
434341	Nlrc5	NLR family, CARD domain containing 5	92.8713340180271	0.845192014485367	0.199273732049129	1.26527924039654e-05	0.00348995091535341	2.16077516650036	1.26527924039654e-05	up
20491	Sla	src-like adaptor	24.9782954739074	0.791756409552566	0.191918600085608	1.38807374035064e-05	0.00376263712858496	2.51576442884573	1.38807374035064e-05	up
76905	Lrg1	leucine-rich alpha-2-glycoprotein 1	63.331713744985	0.836158797211649	0.198493270636148	1.43543552985469e-05	0.00377446153004887	2.19293786146606	1.43543552985469e-05	up
