"ENTREZID","SYMBOL","GENENAME","baseMean","log2FC_shrink","lfcSE","pvalue","FDR","log2FC_raw","pvalue_raw"
"320438","Alg6","ALG6 alpha-1,3-glucosyltransferase",215.461899727297,0.303589243790408,0.18110012045364,0.0936138857937557,0.430069045174123,0.418180717388231,0.0936138857937557
"19652","Rbm3","RNA binding motif (RNP1, RRM) protein 3",77.7373733807063,0.302245480891672,0.180479186620945,0.0936895102227051,0.430069045174123,0.414966139735081,0.0936895102227051
"67143","Ikzf5","IKAROS family zinc finger 5",236.258194298826,0.296204100914581,0.176584148125768,0.0934201645920228,0.430069045174123,0.396676963374982,0.0934201645920228
"23831","Car14","carbonic anhydrase 14",5.76075126216707,-0.294394273011552,0.178786428402491,0.0936294872029668,0.430069045174123,-1.15389987503644,0.0936294872029668
"56404","Trip4","thyroid hormone receptor interactor 4",858.680549078018,0.258740718713988,0.154238483036981,0.09345603076185,0.430069045174123,0.313535742043342,0.09345603076185
"18582","Pde6d","phosphodiesterase 6D, cGMP-specific, rod, delta",1020.90299343601,-0.236618084295667,0.141048743124115,0.0934122842076141,0.430069045174123,-0.275264073825978,0.0934122842076141
"234577","Cpne2","copine II",854.95935641253,0.167065089509718,0.099650725305685,0.0936409803714322,0.430069045174123,0.178554556433808,0.0936409803714322
"99683","Sec24b","SEC24 homolog B, COPII coat complex component",728.148304447544,0.284957864761456,0.169990114175338,0.0937187364812678,0.430077634255252,0.368372784982222,0.0937187364812678
"94040","Clmn","calmin",301.510643857042,0.324128965575898,0.193412469032932,0.0938124555004998,0.430194672365104,0.496920641248982,0.0938124555004998
"231887","Pdap1","PDGFA associated protein 1",766.304857000914,-0.322809698565069,0.192892789425069,0.0938263281732567,0.430194672365104,-0.492590073002778,0.0938263281732567
"52897","Rbfox3","RNA binding protein, fox-1 homolog (C. elegans) 3",2125.95511435581,-0.314985565467031,0.188144461387179,0.0937867737789023,0.430194672365104,-0.458246134924751,0.0937867737789023
"56378","Arpc3","actin related protein 2/3 complex, subunit 3",252.110971509747,-0.389210937794643,0.200726334760319,0.0947318267544641,0.430330476808346,0.584268856837665,0.0947318267544641
"74846","4930405A21Rik","RIKEN cDNA 4930405A21 gene",8.50945161380415,-0.341500501404332,0.202995420271681,0.0944507066875858,0.430330476808346,-0.66777937578849,0.0944507066875858
"80877","Lrba","LPS-responsive beige-like anchor",334.931170605672,0.339309583496582,0.20302996251298,0.0946892284733226,0.430330476808346,0.669273987202872,0.0946892284733226
"20962","Sycp3","synaptonemal complex protein 3",83.622428580191,0.339140584332037,0.203024148592397,0.0944762075851952,0.430330476808346,0.690156690106149,0.0944762075851952
"100529074","Snora33","small nucleolar RNA, H/ACA box 33",27.4955186571965,0.338483157164883,0.202690018944586,0.0938989705789099,0.430330476808346,0.641398866363076,0.0938989705789099
"74284","Sertad4b","SERTA domain containing 4B",82.7721120253677,0.338048460903203,0.202177480404619,0.0944397839876481,0.430330476808346,0.619073322678396,0.0944397839876481
"50994","Mtag2","metastasis associated gene 2",12.5497508782871,-0.337595534171046,0.201979193754618,0.0941909804999088,0.430330476808346,-0.756745636400906,0.0941909804999088
"13371","Dio2","deiodinase, iodothyronine, type II",20.9986556029318,0.334958351633179,0.201832451925707,0.0947169667713794,0.430330476808346,0.758274725225972,0.0947169667713794
"242125","Mab21l3","mab-21-like 3",9.44510568725108,0.334716748169516,0.201426586743946,0.0945462988829513,0.430330476808346,0.599333073734478,0.0945462988829513
