probe_id	colleague_log2FC	colleague_padj	ours_log2FC	ours_padj	status
ILMN_1212689	-23.348916271994	0.834540291442405	0.796471352135165	0.0191054754756268	ns
ILMN_1212692	0.0171316187142256	1	0.183855018084881	0.543984125865266	ns
ILMN_1212693	-1.34464811203669	0.834540291442405	0.391936145256686	0.404577811943224	ns
ILMN_1212695	-29.9831220764926	0.834540291442405	2.52200236465275	8.43320352724158e-06	仅我们认为是DEG
ILMN_1212702	-1.89885302896088	0.85007382115802	0.324984239815658	0.590747365519642	ns
ILMN_1212703	0	NA	-0.0435538156122313	0.940002373466545	ns
ILMN_1212704	0.615659249801995	0.907559929226998	-0.220655291422568	0.812279953590033	ns
ILMN_1212708	0.0146715868849434	1	0.106010342973135	0.719634556833841	ns
ILMN_1212711	2.76138900607855	0.834540291442405	-0.642566472819373	0.0657242424181823	ns
ILMN_1212714	-0.0216748293369495	1	0.0834096896931804	0.817564974157632	ns
ILMN_1212716	-3.26848849746668	0.834540291442405	0.996762293275268	0.0677968428852246	ns
ILMN_1212717	-6.53915892146023	0.834540291442405	1.50623785927735	0.000979710830615766	仅我们认为是DEG
ILMN_1212720	-0.0406419857092097	1	-0.350593904980198	0.363803282855	ns
ILMN_1212734	-28.2233854436177	0.834540291442405	2.26060579903405	1.30870280499148e-06	仅我们认为是DEG
ILMN_1212739	0.888299619636633	0.834540291442405	-0.0878713462052083	0.811214418986492	ns
ILMN_1212745	-2.04829560663388	0.834540291442405	0.347396056018087	0.417412479977232	ns
ILMN_1212748	-0.00621866197312526	1	0.274595019422079	0.506303592047141	ns
ILMN_1212755	-0.298548729667146	0.934794593838333	0.154913493353523	0.624626188399079	ns
ILMN_1212759	-21.7639540413453	0.834540291442405	-0.0813884723630913	0.902184297787093	ns
ILMN_1212768	-1.99999969616846	0.834540291442405	0.375310750118301	0.428987996982198	ns
ILMN_1212772	0.635236158005462	0.91648616257795	-0.0711087778222099	0.927207027990754	ns
ILMN_1212782	-0.630469091995174	0.834540291442405	0.11198967162998	0.692087870652329	ns
ILMN_1212791	0.058298100860751	0.999826707913607	0.206720464734254	0.796881834138048	ns
ILMN_1212794	6.59743180532771	0.834540291442405	-1.40994341640898	0.000576149401443647	仅我们认为是DEG
ILMN_1212796	1.19127665502478	0.834540291442405	-0.271821434413006	0.310481215565414	ns
ILMN_1212797	-1.39007070870267	0.834540291442405	0.49972845454807	0.138926480465615	ns
ILMN_1212799	0.355732633665043	0.874783770820562	-0.0579496509043036	0.823170270331767	ns
ILMN_1212801	-0.139867749346327	0.944225420742208	0.0275981197088733	0.918386216558133	ns
ILMN_1212806	-0.441022236407531	0.834540291442405	0.106197258161696	0.57938669142369	ns
ILMN_1212809	6.49585516613161	0.834540291442405	-1.66924917392068	0.00235749700191584	仅我们认为是DEG
ILMN_1212812	-2.28039440692746	0.834540291442405	0.449722634814561	0.238108948645065	ns
ILMN_1212815	1.96152587475544	0.834540291442405	-0.304182320216083	0.631902948706469	ns
ILMN_1212818	0	NA	-0.587165232646628	0.0653058829802894	ns
ILMN_1212828	2.16323045790484	0.834540291442405	-0.394286274044215	0.413154160465671	ns
ILMN_1212831	-0.00763329905158083	1	-0.0951293155347095	0.865752670331387	ns
ILMN_1212836	0	NA	-0.322854404658841	0.364130040197293	ns
ILMN_1212838	0	NA	0.0765498962712581	0.843486775312245	ns
ILMN_1212842	-2.09657339690592	0.834540291442405	0.673913842578361	0.145415313314069	ns
